,start,end,day,id
101,['2019-08-15 20:35:35'],['2019-08-16 09:19:35'],0,52762
102,['2019-08-15 20:35:34'],['2019-08-16 09:19:34'],0,52761
103,['2019-08-15 20:35:34'],['2019-08-16 09:19:34'],0,52760
104,['2019-08-15 20:35:34'],['2019-08-16 09:19:34'],0,52759
105,['2019-08-15 20:35:34'],['2019-08-16 09:19:34'],0,52758
106,['2019-08-15 20:35:33'],['2019-08-16 09:19:33'],0,52757
107,['2019-08-15 20:35:33'],['2019-08-16 09:19:33'],0,52756
108,['2019-08-15 20:35:32'],['2019-08-16 09:19:32'],0,52755
109,['2019-08-15 20:35:32'],['2019-08-16 09:19:32'],0,52754
110,['2019-08-15 20:35:32'],['2019-08-16 09:19:32'],0,52753
111,['2019-08-15 20:35:32'],['2019-08-16 09:19:32'],0,52752
112,['2019-08-15 20:35:32'],['2019-08-16 09:19:32'],0,52751
113,['2019-08-15 20:35:32'],['2019-08-16 09:19:32'],0,52750
114,['2019-08-15 20:35:32'],['2019-08-16 09:19:32'],0,52749
115,['2019-08-15 20:35:31'],['2019-08-16 09:19:31'],0,52748
116,['2019-08-15 20:35:31'],['2019-08-16 09:19:31'],0,52747
117,['2019-08-15 20:35:31'],['2019-08-16 09:19:31'],0,52746
118,['2019-08-15 20:35:30'],['2019-08-16 09:19:30'],0,52745
119,['2019-08-15 20:35:30'],['2019-08-16 09:19:30'],0,52744
120,['2019-08-15 20:35:29'],['2019-08-16 09:19:29'],0,52743
121,['2019-08-15 20:35:28'],['2019-08-16 09:19:28'],0,52742
122,['2019-08-15 20:35:28'],['2019-08-16 09:19:28'],0,52741
123,['2019-08-15 20:35:28'],['2019-08-16 09:19:28'],0,52740
124,['2019-08-15 20:35:27'],['2019-08-16 09:19:27'],0,52739
125,['2019-08-15 20:35:27'],['2019-08-16 09:19:27'],0,52738
126,['2019-08-15 20:35:26'],['2019-08-16 09:19:26'],0,52737
127,['2019-08-15 20:35:26'],['2019-08-16 09:19:26'],0,52736
128,['2019-08-15 20:35:26'],['2019-08-16 09:19:26'],0,52735
129,['2019-08-15 20:35:25'],['2019-08-16 09:19:25'],0,52734
130,['2019-08-15 20:35:25'],['2019-08-16 09:19:25'],0,52733
131,['2019-08-15 20:35:24'],['2019-08-16 09:19:24'],0,52732
132,['2019-08-15 20:36:23'],['2019-08-16 09:19:23'],0,52731
133,['2019-08-15 20:36:21'],['2019-08-16 09:19:21'],0,52730
134,['2019-08-15 20:36:20'],['2019-08-16 09:19:20'],0,52729
135,['2019-08-15 20:36:20'],['2019-08-16 09:19:20'],0,52728
136,['2019-08-15 20:36:19'],['2019-08-16 09:19:19'],0,52727
137,['2019-08-15 20:36:19'],['2019-08-16 09:19:19'],0,52726
138,['2019-08-15 20:36:15'],['2019-08-16 09:19:15'],0,52725
139,['2019-08-15 20:36:17'],['2019-08-16 09:19:17'],0,52724
140,['2019-08-15 20:36:16'],['2019-08-16 09:19:16'],0,52723
141,['2019-08-15 20:36:15'],['2019-08-16 09:19:15'],0,52722
142,['2019-08-15 20:36:15'],['2019-08-16 09:19:15'],0,52721
143,['2019-08-15 20:36:15'],['2019-08-16 09:19:15'],0,52720
144,['2019-08-15 20:36:15'],['2019-08-16 09:19:15'],0,52719
145,['2019-08-15 20:36:09'],['2019-08-16 09:19:09'],0,52718
146,['2019-08-15 20:36:08'],['2019-08-16 09:19:07'],0,52717
147,['2019-08-15 20:36:08'],['2019-08-16 09:19:08'],0,52716
148,['2019-08-15 20:36:02'],['2019-08-16 09:19:02'],0,52715
149,['2019-08-15 20:36:00'],['2019-08-16 09:19:00'],0,52714
150,['2019-08-15 20:36:01'],['2019-08-16 09:19:01'],0,52713
151,['2019-08-15 20:35:59'],['2019-08-16 09:18:59'],0,52712
152,['2019-08-15 20:35:57'],['2019-08-16 09:19:57'],0,52711
153,['2019-08-15 20:35:56'],['2019-08-16 09:19:56'],0,52710
154,['2019-08-15 20:35:55'],['2019-08-16 09:19:55'],0,52709
155,['2019-08-15 20:35:54'],['2019-08-16 09:19:54'],0,52708
156,['2019-08-15 20:35:53'],['2019-08-16 09:19:53'],0,52707
157,['2019-08-15 20:35:52'],['2019-08-16 09:19:52'],0,52706
158,['2019-08-15 20:35:52'],['2019-08-16 09:19:52'],0,52705
159,['2019-08-15 20:35:51'],['2019-08-16 09:19:51'],0,52704
160,['2019-08-15 20:35:51'],['2019-08-16 09:19:51'],0,52703
161,['2019-08-15 20:35:51'],['2019-08-16 09:19:51'],0,52702
162,['2019-08-15 20:35:50'],['2019-08-16 09:19:50'],0,52701
163,['2019-08-15 20:35:50'],['2019-08-16 09:19:50'],0,52700
164,['2019-08-15 20:35:49'],['2019-08-16 09:19:49'],0,52699
165,['2019-08-15 20:35:49'],['2019-08-16 09:19:49'],0,52698
166,['2019-08-15 20:35:49'],['2019-08-16 09:19:49'],0,52697
167,['2019-08-15 20:35:48'],['2019-08-16 09:19:48'],0,52696
168,['2019-08-15 20:35:47'],['2019-08-16 09:19:47'],0,52695
169,['2019-08-15 20:35:47'],['2019-08-16 09:19:47'],0,52694
170,['2019-08-15 20:35:46'],['2019-08-16 09:19:46'],0,52693
171,['2019-08-15 20:35:45'],['2019-08-16 09:19:45'],0,52692
172,['2019-08-15 20:35:45'],['2019-08-16 09:19:45'],0,52691
173,['2019-08-15 20:35:44'],['2019-08-16 09:19:44'],0,52690
174,['2019-08-15 20:35:43'],['2019-08-16 09:19:43'],0,52689
175,['2019-08-15 20:35:42'],['2019-08-16 09:19:42'],0,52688
176,['2019-08-15 20:35:43'],['2019-08-16 09:19:43'],0,52687
177,['2019-08-15 20:35:42'],['2019-08-16 09:19:42'],0,52686
178,['2019-08-15 20:35:41'],['2019-08-16 09:19:41'],0,52685
179,['2019-08-15 20:35:41'],['2019-08-16 09:19:41'],0,52684
180,['2019-08-15 20:35:41'],['2019-08-16 09:19:41'],0,52683
181,['2019-08-15 20:35:40'],['2019-08-16 09:19:40'],0,52682
182,['2019-08-15 20:35:40'],['2019-08-16 09:19:40'],0,52681
183,['2019-08-15 20:35:40'],['2019-08-16 09:19:40'],0,52680
184,['2019-08-15 20:35:39'],['2019-08-16 09:19:39'],0,52678
185,['2019-08-15 20:35:39'],['2019-08-16 09:19:39'],0,52677
186,['2019-08-15 20:35:39'],['2019-08-16 09:19:39'],0,52676
187,['2019-08-15 20:35:34'],['2019-08-16 09:19:40'],0,52675
188,['2019-08-15 20:35:38'],['2019-08-16 09:19:38'],0,52674
189,['2019-08-15 20:35:34'],['2019-08-16 09:19:34'],0,52673
190,['2019-08-15 20:35:33'],['2019-08-16 09:19:33'],0,52672
191,['2019-08-15 20:35:32'],['2019-08-16 09:19:32'],0,52671
192,['2019-08-15 20:35:32'],['2019-08-16 09:19:32'],0,52670
193,['2019-08-15 20:35:31'],['2019-08-16 09:19:31'],0,52669
194,['2019-08-15 20:35:30'],['2019-08-16 09:19:30'],0,52668
195,['2019-08-15 20:35:27'],['2019-08-16 09:19:27'],0,52667
196,['2019-08-15 20:35:26'],['2019-08-16 09:19:26'],0,52666
197,['2019-08-15 20:35:26'],['2019-08-16 09:19:26'],0,52665
198,['2019-08-15 20:35:25'],['2019-08-16 09:19:25'],0,52664
199,['2019-08-15 20:35:25'],['2019-08-16 09:19:25'],0,52663
200,['2019-08-15 20:35:24'],['2019-08-16 09:19:24'],0,52662
201,['2019-08-15 20:34:00'],['2019-08-16 09:18:00'],0,52660
202,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52658
203,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52656
204,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52654
205,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52652
206,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52650
207,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52648
208,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52646
209,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52644
210,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52642
211,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52640
212,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52638
213,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52636
214,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52634
215,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52632
216,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52630
217,['2019-08-15 20:34:00'],['2019-08-16 09:18:00'],0,52628
218,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52626
219,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52624
220,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52622
221,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52619
222,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52618
223,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52616
224,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52614
225,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52612
226,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52610
227,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52608
228,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52606
229,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52604
230,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52602
231,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52600
232,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52598
233,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52596
234,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52594
235,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52592
236,['2019-08-15 20:34:00'],['2019-08-16 09:18:00'],0,52590
237,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52588
238,['2019-08-15 20:34:00'],['2019-08-16 09:18:00'],0,52586
239,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52584
240,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52582
241,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52580
242,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52578
243,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52576
244,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52574
245,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52572
246,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52570
247,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52568
248,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52552
249,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52548
250,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52531
251,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52529
252,['2019-08-15 20:34:00'],['2019-08-16 09:18:00'],0,52526
253,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52524
254,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52522
255,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52520
256,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52518
257,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52516
258,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52515
259,['2019-08-15 20:34:00'],['2019-08-16 09:18:00'],0,52513
260,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52510
261,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52508
262,['2019-08-15 20:34:00'],['2019-08-16 09:18:00'],0,52505
263,['2019-08-15 20:34:00'],['2019-08-16 09:18:00'],0,52504
264,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52500
265,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52498
266,['2019-08-15 20:34:00'],['2019-08-16 09:18:00'],0,52497
267,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52496
268,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52494
269,['2019-08-15 20:34:00'],['2019-08-16 09:18:00'],0,52492
270,['2019-08-15 20:34:00'],['2019-08-16 09:18:00'],0,52490
271,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52488
272,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52486
273,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52484
274,['2019-08-15 20:33:00'],['2019-08-16 09:18:00'],0,52482
275,['2019-08-15 20:57:38'],['2019-08-16 08:57:38'],0,52481
276,['2019-08-15 21:57:36'],['2019-08-16 08:57:36'],0,52480
277,['2019-08-15 20:51:43'],['2019-08-16 08:51:43'],0,52479
278,['2019-08-15 21:51:41'],['2019-08-16 08:51:41'],0,52478
279,['2019-08-15 20:36:48'],['2019-08-16 09:16:48'],0,52477
280,['2019-08-15 20:36:39'],['2019-08-16 09:16:40'],0,52476
281,['2019-08-15 20:36:31'],['2019-08-16 09:16:32'],0,52475
282,['2019-08-15 20:36:43'],['2019-08-16 09:16:43'],0,52474
283,['2019-08-15 20:36:44'],['2019-08-16 09:16:44'],0,52473
284,['2019-08-15 20:36:45'],['2019-08-16 09:16:45'],0,52472
285,['2019-08-15 20:36:17'],['2019-08-16 09:16:17'],0,52471
286,['2019-08-15 20:36:18'],['2019-08-16 09:16:18'],0,52470
287,['2019-08-15 20:36:23'],['2019-08-16 09:19:23'],0,52469
288,['2019-08-15 20:36:23'],['2019-08-16 09:19:23'],0,52468
289,['2019-08-15 20:36:23'],['2019-08-16 09:19:23'],0,52467
290,['2019-08-15 20:36:22'],['2019-08-16 09:19:22'],0,52466
291,['2019-08-15 20:36:22'],['2019-08-16 09:19:22'],0,52465
292,['2019-08-15 20:36:22'],['2019-08-16 09:19:22'],0,52464
293,['2019-08-15 20:36:21'],['2019-08-16 09:19:21'],0,52463
294,['2019-08-15 20:36:21'],['2019-08-16 09:19:21'],0,52462
295,['2019-08-15 20:36:20'],['2019-08-16 09:19:20'],0,52461
296,['2019-08-15 20:36:20'],['2019-08-16 09:19:20'],0,52460
297,['2019-08-15 20:36:18'],['2019-08-16 09:19:18'],0,52459
298,['2019-08-15 20:36:17'],['2019-08-16 09:19:17'],0,52458
299,['2019-08-15 20:36:16'],['2019-08-16 09:19:16'],0,52457
300,['2019-08-15 20:36:15'],['2019-08-16 09:19:15'],0,52456
301,['2019-08-15 20:36:13'],['2019-08-16 09:19:13'],0,52455
302,['2019-08-15 20:36:11'],['2019-08-16 09:19:11'],0,52454
303,['2019-08-15 20:36:11'],['2019-08-16 09:19:11'],0,52453
304,['2019-08-15 20:36:10'],['2019-08-16 09:19:10'],0,52452
305,['2019-08-15 20:36:10'],['2019-08-16 09:19:10'],0,52451
306,['2019-08-15 20:36:09'],['2019-08-16 09:19:09'],0,52450
307,['2019-08-15 20:36:08'],['2019-08-16 09:19:08'],0,52449
308,['2019-08-15 20:36:01'],['2019-08-16 09:19:01'],0,52448
309,['2019-08-15 20:35:57'],['2019-08-16 09:19:57'],0,52447
310,['2019-08-15 20:35:56'],['2019-08-16 09:19:56'],0,52446
311,['2019-08-15 20:35:55'],['2019-08-16 09:19:55'],0,52445
312,['2019-08-15 20:35:55'],['2019-08-16 09:19:55'],0,52444
313,['2019-08-15 20:35:55'],['2019-08-16 09:19:55'],0,52443
314,['2019-08-15 20:35:54'],['2019-08-16 09:19:54'],0,52442
315,['2019-08-15 20:35:54'],['2019-08-16 09:19:54'],0,52441
316,['2019-08-15 20:35:54'],['2019-08-16 09:19:54'],0,52440
317,['2019-08-15 20:35:53'],['2019-08-16 09:19:53'],0,52439
318,['2019-08-15 20:35:53'],['2019-08-16 09:19:53'],0,52438
319,['2019-08-15 20:35:53'],['2019-08-16 09:19:53'],0,52437
320,['2019-08-15 20:35:52'],['2019-08-16 09:19:52'],0,52436
321,['2019-08-15 20:35:49'],['2019-08-16 09:19:49'],0,52435
322,['2019-08-15 20:35:50'],['2019-08-16 09:19:50'],0,52434
323,['2019-08-15 20:35:51'],['2019-08-16 09:19:51'],0,52433
324,['2019-08-15 20:35:28'],['2019-08-16 09:19:28'],0,52432
325,['2019-08-15 20:35:27'],['2019-08-16 09:19:27'],0,52431
326,['2019-08-15 20:35:27'],['2019-08-16 09:19:27'],0,52430
327,['2019-08-15 20:35:27'],['2019-08-16 09:19:27'],0,52429
328,['2019-08-15 20:35:26'],['2019-08-16 09:19:26'],0,52428
329,['2019-08-15 20:35:26'],['2019-08-16 09:19:26'],0,52427
330,['2019-08-15 20:35:25'],['2019-08-16 09:19:25'],0,52426
331,['2019-08-15 20:35:25'],['2019-08-16 09:19:25'],0,52425
332,['2019-08-15 20:35:24'],['2019-08-16 09:19:24'],0,52424
333,['2019-08-15 20:36:22'],['2019-08-16 09:19:22'],0,52423
334,['2019-08-15 20:36:21'],['2019-08-16 09:19:21'],0,52422
335,['2019-08-15 20:36:21'],['2019-08-16 09:19:21'],0,52421
336,['2019-08-15 20:36:20'],['2019-08-16 09:19:20'],0,52420
337,['2019-08-15 20:36:20'],['2019-08-16 09:19:20'],0,52419
338,['2019-08-15 20:36:19'],['2019-08-16 09:19:19'],0,52418
339,['2019-08-15 20:36:18'],['2019-08-16 09:19:18'],0,52417
340,['2019-08-15 20:36:17'],['2019-08-16 09:19:17'],0,52416
341,['2019-08-15 20:36:17'],['2019-08-16 09:19:17'],0,52415
342,['2019-08-15 20:36:16'],['2019-08-16 09:19:16'],0,52414
343,['2019-08-15 20:36:16'],['2019-08-16 09:19:16'],0,52413
344,['2019-08-15 20:36:16'],['2019-08-16 09:19:16'],0,52412
345,['2019-08-15 20:36:15'],['2019-08-16 09:19:15'],0,52411
346,['2019-08-15 20:36:14'],['2019-08-16 09:19:14'],0,52410
347,['2019-08-15 20:36:14'],['2019-08-16 09:19:14'],0,52409
348,['2019-08-15 20:36:13'],['2019-08-16 09:19:13'],0,52408
349,['2019-08-15 20:36:12'],['2019-08-16 09:19:12'],0,52407
350,['2019-08-15 20:36:11'],['2019-08-16 09:19:11'],0,52406
351,['2019-08-15 20:36:10'],['2019-08-16 09:19:10'],0,52405
352,['2019-08-15 20:36:09'],['2019-08-16 09:19:09'],0,52404
353,['2019-08-15 20:36:06'],['2019-08-16 09:19:06'],0,52403
354,['2019-08-15 20:36:08'],['2019-08-16 09:19:08'],0,52402
355,['2019-08-15 20:36:04'],['2019-08-16 09:19:04'],0,52401
356,['2019-08-15 20:36:05'],['2019-08-16 09:19:05'],0,52400
357,['2019-08-15 20:36:04'],['2019-08-16 09:19:04'],0,52399
358,['2019-08-15 20:36:03'],['2019-08-16 09:19:03'],0,52398
359,['2019-08-15 20:36:02'],['2019-08-16 09:19:02'],0,52397
360,['2019-08-15 20:36:00'],['2019-08-16 09:19:00'],0,52396
361,['2019-08-15 20:35:37'],['2019-08-16 09:19:37'],0,52395
362,['2019-08-15 20:35:59'],['2019-08-16 09:18:59'],0,52394
363,['2019-08-15 20:35:37'],['2019-08-16 09:19:37'],0,52393
364,['2019-08-15 20:35:58'],['2019-08-16 09:19:58'],0,52392
365,['2019-08-15 20:35:37'],['2019-08-16 09:19:37'],0,52391
366,['2019-08-15 20:35:36'],['2019-08-16 09:19:36'],0,52390
367,['2019-08-15 20:35:34'],['2019-08-16 09:19:34'],0,52389
368,['2019-08-15 20:35:35'],['2019-08-16 09:19:35'],0,52388
369,['2019-08-15 20:35:32'],['2019-08-16 09:19:31'],0,52387
370,['2019-08-15 20:35:32'],['2019-08-16 09:19:32'],0,52386
371,['2019-08-15 20:35:32'],['2019-08-16 09:19:32'],0,52385
372,['2019-08-15 20:35:31'],['2019-08-16 09:19:31'],0,52384
373,['2019-08-15 20:35:30'],['2019-08-16 09:19:30'],0,52383
374,['2019-08-15 20:35:30'],['2019-08-16 09:19:30'],0,52382
375,['2019-08-15 20:35:29'],['2019-08-16 09:19:29'],0,52381
376,['2019-08-15 20:35:27'],['2019-08-16 09:19:27'],0,52380
377,['2019-08-15 20:35:27'],['2019-08-16 09:19:27'],0,52379
378,['2019-08-15 20:35:26'],['2019-08-16 09:19:26'],0,52378
379,['2019-08-15 20:35:26'],['2019-08-16 09:19:26'],0,52377
380,['2019-08-15 20:35:26'],['2019-08-16 09:19:26'],0,52376
381,['2019-08-15 20:35:25'],['2019-08-16 09:19:25'],0,52375
382,['2019-08-15 20:35:25'],['2019-08-16 09:19:25'],0,52374
383,['2019-08-15 20:35:25'],['2019-08-16 09:19:25'],0,52373
384,['2019-08-15 20:35:24'],['2019-08-16 09:19:24'],0,52372
385,['2019-08-15 20:35:24'],['2019-08-16 09:19:24'],0,52371
386,['2019-08-15 20:51:00'],['2019-08-16 08:51:00'],0,52370
387,['2019-08-15 21:50:58'],['2019-08-16 08:50:58'],0,52369
388,['2019-08-15 20:50:17'],['2019-08-16 08:50:17'],0,52368
389,['2019-08-15 21:50:15'],['2019-08-16 08:50:15'],0,52367
390,['2019-08-15 20:36:33'],['2019-08-16 09:20:06'],0,52366
391,['2019-08-15 20:36:23'],['2019-08-16 09:19:23'],0,52365
392,['2019-08-15 20:36:22'],['2019-08-16 09:19:22'],0,52364
393,['2019-08-15 20:36:22'],['2019-08-16 09:19:22'],0,52363
394,['2019-08-15 20:36:21'],['2019-08-16 09:19:21'],0,52362
395,['2019-08-15 20:36:20'],['2019-08-16 09:19:20'],0,52361
396,['2019-08-15 20:36:19'],['2019-08-16 09:19:19'],0,52360
397,['2019-08-15 20:36:20'],['2019-08-16 09:19:20'],0,52359
398,['2019-08-15 20:36:18'],['2019-08-16 09:19:18'],0,52358
399,['2019-08-15 20:36:18'],['2019-08-16 09:19:18'],0,52357
400,['2019-08-15 20:36:14'],['2019-08-16 09:19:14'],0,52356
401,['2019-08-15 20:36:17'],['2019-08-16 09:19:17'],0,52355
402,['2019-08-15 20:36:16'],['2019-08-16 09:19:16'],0,52354
403,['2019-08-15 20:36:15'],['2019-08-16 09:19:15'],0,52353
404,['2019-08-15 20:36:14'],['2019-08-16 09:19:14'],0,52352
405,['2019-08-15 20:36:13'],['2019-08-16 09:19:13'],0,52351
406,['2019-08-15 20:36:14'],['2019-08-16 09:19:14'],0,52350
407,['2019-08-15 20:36:13'],['2019-08-16 09:19:13'],0,52349
408,['2019-08-15 20:36:12'],['2019-08-16 09:19:12'],0,52348
409,['2019-08-15 20:36:10'],['2019-08-16 09:19:10'],0,52347
410,['2019-08-15 20:36:10'],['2019-08-16 09:19:10'],0,52346
411,['2019-08-15 20:36:12'],['2019-08-16 09:19:12'],0,52345
412,['2019-08-15 20:36:11'],['2019-08-16 09:19:11'],0,52344
413,['2019-08-15 20:36:12'],['2019-08-16 09:19:12'],0,52343
414,['2019-08-15 20:36:11'],['2019-08-16 09:19:11'],0,52342
415,['2019-08-15 20:36:11'],['2019-08-16 09:19:11'],0,52341
416,['2019-08-15 20:36:09'],['2019-08-16 09:19:09'],0,52340
417,['2019-08-15 20:36:09'],['2019-08-16 09:19:09'],0,52339
418,['2019-08-15 20:36:08'],['2019-08-16 09:19:07'],0,52338
419,['2019-08-15 20:36:08'],['2019-08-16 09:19:08'],0,52337
420,['2019-08-15 20:36:08'],['2019-08-16 09:19:07'],0,52336
421,['2019-08-15 20:36:07'],['2019-08-16 09:19:08'],0,52335
422,['2019-08-15 20:36:08'],['2019-08-16 09:19:08'],0,52334
423,['2019-08-15 20:36:06'],['2019-08-16 09:19:06'],0,52333
424,['2019-08-15 20:36:06'],['2019-08-16 09:19:06'],0,52332
425,['2019-08-15 20:36:06'],['2019-08-16 09:19:06'],0,52331
426,['2019-08-15 20:36:05'],['2019-08-16 09:19:05'],0,52330
427,['2019-08-15 20:36:04'],['2019-08-16 09:19:04'],0,52329
428,['2019-08-15 20:36:04'],['2019-08-16 09:19:04'],0,52328
429,['2019-08-15 20:36:04'],['2019-08-16 09:19:04'],0,52327
430,['2019-08-15 20:36:05'],['2019-08-16 09:19:05'],0,52326
431,['2019-08-15 20:36:03'],['2019-08-16 09:19:03'],0,52325
432,['2019-08-15 20:36:05'],['2019-08-16 09:19:05'],0,52324
433,['2019-08-15 20:36:02'],['2019-08-16 09:19:02'],0,52323
434,['2019-08-15 20:36:02'],['2019-08-16 09:19:02'],0,52322
435,['2019-08-15 20:36:03'],['2019-08-16 09:19:03'],0,52321
436,['2019-08-15 20:36:00'],['2019-08-16 09:20:00'],0,52320
437,['2019-08-15 20:36:01'],['2019-08-16 09:19:01'],0,52319
438,['2019-08-15 20:36:01'],['2019-08-16 09:19:01'],0,52318
439,['2019-08-15 20:35:53'],['2019-08-16 09:19:53'],0,52317
440,['2019-08-15 20:36:00'],['2019-08-16 09:20:00'],0,52316
441,['2019-08-15 20:35:59'],['2019-08-16 09:19:59'],0,52315
442,['2019-08-15 20:35:55'],['2019-08-16 09:19:55'],0,52314
443,['2019-08-15 20:35:57'],['2019-08-16 09:19:57'],0,52313
444,['2019-08-15 20:35:55'],['2019-08-16 09:19:55'],0,52312
445,['2019-08-15 20:35:56'],['2019-08-16 09:19:56'],0,52311
446,['2019-08-15 20:35:59'],['2019-08-16 09:19:59'],0,52310
447,['2019-08-15 20:35:49'],['2019-08-16 09:19:49'],0,52309
448,['2019-08-15 20:35:48'],['2019-08-16 09:19:48'],0,52308
449,['2019-08-15 20:35:56'],['2019-08-16 09:19:56'],0,52307
450,['2019-08-15 20:35:55'],['2019-08-16 09:19:55'],0,52306
451,['2019-08-15 20:35:57'],['2019-08-16 09:19:57'],0,52305
452,['2019-08-15 20:35:54'],['2019-08-16 09:19:54'],0,52304
453,['2019-08-15 20:35:58'],['2019-08-16 09:19:58'],0,52303
454,['2019-08-15 20:35:58'],['2019-08-16 09:19:58'],0,52302
455,['2019-08-15 20:35:53'],['2019-08-16 09:19:53'],0,52301
456,['2019-08-15 20:35:32'],['2019-08-16 09:19:32'],0,52300
457,['2019-08-15 20:35:56'],['2019-08-16 09:19:56'],0,52299
458,['2019-08-15 20:35:49'],['2019-08-16 09:19:49'],0,52298
459,['2019-08-15 20:35:49'],['2019-08-16 09:19:49'],0,52297
460,['2019-08-15 20:35:52'],['2019-08-16 09:19:52'],0,52296
461,['2019-08-15 20:35:52'],['2019-08-16 09:19:52'],0,52295
462,['2019-08-15 20:35:33'],['2019-08-16 09:19:33'],0,52294
463,['2019-08-15 20:35:52'],['2019-08-16 09:19:52'],0,52293
464,['2019-08-15 20:35:50'],['2019-08-16 09:19:50'],0,52292
465,['2019-08-15 20:35:54'],['2019-08-16 09:19:54'],0,52291
466,['2019-08-15 20:35:51'],['2019-08-16 09:19:51'],0,52290
467,['2019-08-15 20:35:35'],['2019-08-16 09:19:35'],0,52289
468,['2019-08-15 20:35:47'],['2019-08-16 09:19:47'],0,52288
469,['2019-08-15 20:35:48'],['2019-08-16 09:19:48'],0,52287
470,['2019-08-15 20:35:46'],['2019-08-16 09:19:46'],0,52286
471,['2019-08-15 20:35:46'],['2019-08-16 09:19:46'],0,52285
472,['2019-08-15 20:35:43'],['2019-08-16 09:19:43'],0,52284
473,['2019-08-15 20:35:38'],['2019-08-16 09:19:38'],0,52283
474,['2019-08-15 20:35:45'],['2019-08-16 09:19:45'],0,52282
475,['2019-08-15 20:35:44'],['2019-08-16 09:19:44'],0,52281
476,['2019-08-15 20:35:38'],['2019-08-16 09:19:38'],0,52280
477,['2019-08-15 20:35:44'],['2019-08-16 09:19:44'],0,52279
478,['2019-08-15 20:35:39'],['2019-08-16 09:19:39'],0,52278
