,id,max_time,min_time,11_days_length
189,52671,2019-08-16 09:19:32,2019-08-15 20:35:32,753
190,52670,2019-08-16 09:19:32,2019-08-15 20:35:32,753
191,52669,2019-08-16 09:19:31,2019-08-15 20:35:31,753
192,52668,2019-08-16 09:19:30,2019-08-15 20:35:30,747
193,52667,2019-08-16 09:19:27,2019-08-15 20:35:27,756
194,52666,2019-08-16 09:19:26,2019-08-15 20:35:26,757
195,52665,2019-08-16 09:19:26,2019-08-15 20:35:26,758
196,52664,2019-08-16 09:19:25,2019-08-15 20:35:25,757
197,52663,2019-08-16 09:19:25,2019-08-15 20:35:25,757
198,52662,2019-08-16 09:19:24,2019-08-15 20:35:24,752
199,52660,2019-08-16 09:18:00,2019-08-15 20:34:00,765
200,52658,2019-08-16 09:18:00,2019-08-15 20:33:00,765
201,52656,2019-08-16 09:18:00,2019-08-15 20:33:00,765
202,52654,2019-08-16 09:18:00,2019-08-15 20:33:00,765
203,52652,2019-08-16 09:18:00,2019-08-15 20:33:00,765
204,52650,2019-08-16 09:18:00,2019-08-15 20:33:00,765
205,52648,2019-08-16 09:18:00,2019-08-15 20:33:00,765
206,52646,2019-08-16 09:18:00,2019-08-15 20:33:00,765
207,52644,2019-08-16 09:18:00,2019-08-15 20:33:00,765
208,52642,2019-08-16 09:18:00,2019-08-15 20:33:00,765
209,52640,2019-08-16 09:18:00,2019-08-15 20:33:00,765
210,52638,2019-08-16 09:18:00,2019-08-15 20:33:00,765
211,52636,2019-08-16 09:18:00,2019-08-15 20:33:00,765
212,52634,2019-08-16 09:18:00,2019-08-15 20:33:00,765
213,52632,2019-08-16 09:18:00,2019-08-15 20:33:00,765
214,52630,2019-08-16 09:18:00,2019-08-15 20:33:00,765
215,52628,2019-08-16 09:18:00,2019-08-15 20:34:00,765
216,52626,2019-08-16 09:18:00,2019-08-15 20:33:00,765
217,52624,2019-08-16 09:18:00,2019-08-15 20:33:00,765
218,52622,2019-08-16 09:18:00,2019-08-15 20:33:00,765
219,52619,2019-08-16 09:18:00,2019-08-15 20:33:00,765
220,52618,2019-08-16 09:18:00,2019-08-15 20:33:00,765
221,52616,2019-08-16 09:18:00,2019-08-15 20:33:00,765
222,52614,2019-08-16 09:18:00,2019-08-15 20:33:00,765
223,52612,2019-08-16 09:18:00,2019-08-15 20:33:00,765
224,52610,2019-08-16 09:18:00,2019-08-15 20:33:00,765
225,52608,2019-08-16 09:18:00,2019-08-15 20:33:00,765
226,52606,2019-08-16 09:18:00,2019-08-15 20:33:00,765
227,52604,2019-08-16 09:18:00,2019-08-15 20:33:00,765
228,52602,2019-08-16 09:18:00,2019-08-15 20:33:00,765
229,52600,2019-08-16 09:18:00,2019-08-15 20:33:00,765
230,52598,2019-08-16 09:18:00,2019-08-15 20:33:00,765
231,52596,2019-08-16 09:18:00,2019-08-15 20:33:00,765
232,52594,2019-08-16 09:18:00,2019-08-15 20:33:00,765
233,52592,2019-08-16 09:18:00,2019-08-15 20:33:00,765
234,52590,2019-08-16 09:18:00,2019-08-15 20:34:00,765
235,52588,2019-08-16 09:18:00,2019-08-15 20:33:00,765
236,52586,2019-08-16 09:18:00,2019-08-15 20:34:00,765
237,52584,2019-08-16 09:18:00,2019-08-15 20:33:00,765
238,52582,2019-08-16 09:18:00,2019-08-15 20:33:00,765
239,52580,2019-08-16 09:18:00,2019-08-15 20:33:00,765
240,52578,2019-08-16 09:18:00,2019-08-15 20:33:00,765
241,52576,2019-08-16 09:18:00,2019-08-15 20:33:00,765
242,52574,2019-08-16 09:18:00,2019-08-15 20:33:00,765
243,52572,2019-08-16 09:18:00,2019-08-15 20:33:00,765
244,52570,2019-08-16 09:18:00,2019-08-15 20:33:00,765
245,52568,2019-08-16 09:18:00,2019-08-15 20:33:00,765
246,52566,,,0
247,52564,,,0
248,52562,,,0
249,52560,,,0
250,52558,,,0
251,52556,,,0
252,52554,,,0
253,52552,2019-08-16 09:18:00,2019-08-15 20:33:00,765
254,52550,,,0
255,52548,2019-08-16 09:18:00,2019-08-15 20:33:00,765
256,52546,,,0
257,52544,,,0
258,52542,,,0
259,52540,,,0
260,52538,,,0
261,52536,,,0
262,52534,,,0
263,52531,2019-08-16 09:18:00,2019-08-15 20:33:00,765
264,52529,2019-08-16 09:18:00,2019-08-15 20:33:00,765
265,52528,,,0
266,52526,2019-08-16 09:18:00,2019-08-15 20:34:00,765
267,52524,2019-08-16 09:18:00,2019-08-15 20:33:00,765
268,52522,2019-08-16 09:18:00,2019-08-15 20:33:00,765
269,52520,2019-08-16 09:18:00,2019-08-15 20:33:00,765
270,52518,2019-08-16 09:18:00,2019-08-15 20:33:00,765
271,52516,2019-08-16 09:18:00,2019-08-15 20:33:00,765
272,52515,2019-08-16 09:18:00,2019-08-15 20:33:00,765
273,52513,2019-08-16 09:18:00,2019-08-15 20:34:00,765
274,52510,2019-08-16 09:18:00,2019-08-15 20:33:00,765
275,52508,2019-08-16 09:18:00,2019-08-15 20:33:00,765
276,52505,2019-08-16 09:18:00,2019-08-15 20:34:00,765
277,52504,2019-08-16 09:18:00,2019-08-15 20:34:00,765
278,52500,2019-08-16 09:18:00,2019-08-15 20:33:00,765
279,52498,2019-08-16 09:18:00,2019-08-15 20:33:00,765
280,52497,2019-08-16 09:18:00,2019-08-15 20:34:00,765
281,52496,2019-08-16 09:18:00,2019-08-15 20:33:00,765
282,52494,2019-08-16 09:18:00,2019-08-15 20:33:00,765
283,52492,2019-08-16 09:18:00,2019-08-15 20:34:00,765
284,52490,2019-08-16 09:18:00,2019-08-15 20:34:00,765
285,52488,2019-08-16 09:18:00,2019-08-15 20:33:00,765
286,52486,2019-08-16 09:18:00,2019-08-15 20:33:00,765
287,52484,2019-08-16 09:18:00,2019-08-15 20:33:00,765
288,52482,2019-08-16 09:18:00,2019-08-15 20:33:00,765
289,52481,2019-08-16 08:57:38,2019-08-15 20:57:38,13
290,52480,2019-08-16 08:57:36,2019-08-15 21:57:36,12
291,52479,2019-08-16 08:51:43,2019-08-15 20:51:43,13
292,52478,2019-08-16 08:51:41,2019-08-15 21:51:41,12
293,52477,2019-08-16 09:16:48,2019-08-15 20:36:48,77
294,52476,2019-08-16 09:16:40,2019-08-15 20:36:39,77
295,52475,2019-08-16 09:16:32,2019-08-15 20:36:31,77
296,52474,2019-08-16 09:16:43,2019-08-15 20:36:43,152
297,52473,2019-08-16 09:16:44,2019-08-15 20:36:44,151
298,52472,2019-08-16 09:16:45,2019-08-15 20:36:45,148
299,52471,2019-08-16 09:16:17,2019-08-15 20:36:17,77
300,52470,2019-08-16 09:16:18,2019-08-15 20:36:18,77
301,52469,2019-08-16 09:19:23,2019-08-15 20:36:23,764
302,52468,2019-08-16 09:19:23,2019-08-15 20:36:23,764
303,52467,2019-08-16 09:19:23,2019-08-15 20:36:23,764
304,52466,2019-08-16 09:19:22,2019-08-15 20:36:22,764
305,52465,2019-08-16 09:19:22,2019-08-15 20:36:22,764
306,52464,2019-08-16 09:19:22,2019-08-15 20:36:22,764
307,52463,2019-08-16 09:19:21,2019-08-15 20:36:21,764
308,52462,2019-08-16 09:19:21,2019-08-15 20:36:21,764
309,52461,2019-08-16 09:19:20,2019-08-15 20:36:20,764
310,52460,2019-08-16 09:19:20,2019-08-15 20:36:20,764
311,52459,2019-08-16 09:19:18,2019-08-15 20:36:18,764
312,52458,2019-08-16 09:19:17,2019-08-15 20:36:17,764
313,52457,2019-08-16 09:19:16,2019-08-15 20:36:16,764
314,52456,2019-08-16 09:19:15,2019-08-15 20:36:15,764
315,52455,2019-08-16 09:19:13,2019-08-15 20:36:13,764
316,52454,2019-08-16 09:19:11,2019-08-15 20:36:11,764
317,52453,2019-08-16 09:19:11,2019-08-15 20:36:11,764
318,52452,2019-08-16 09:19:10,2019-08-15 20:36:10,764
319,52451,2019-08-16 09:19:10,2019-08-15 20:36:10,764
320,52450,2019-08-16 09:19:09,2019-08-15 20:36:09,764
321,52449,2019-08-16 09:19:08,2019-08-15 20:36:08,764
322,52448,2019-08-16 09:19:01,2019-08-15 20:36:01,764
323,52447,2019-08-16 09:19:57,2019-08-15 20:35:57,765
324,52446,2019-08-16 09:19:56,2019-08-15 20:35:56,765
325,52445,2019-08-16 09:19:55,2019-08-15 20:35:55,765
326,52444,2019-08-16 09:19:55,2019-08-15 20:35:55,765
327,52443,2019-08-16 09:19:55,2019-08-15 20:35:55,765
328,52442,2019-08-16 09:19:54,2019-08-15 20:35:54,765
329,52441,2019-08-16 09:19:54,2019-08-15 20:35:54,765
330,52440,2019-08-16 09:19:54,2019-08-15 20:35:54,765
331,52439,2019-08-16 09:19:53,2019-08-15 20:35:53,765
332,52438,2019-08-16 09:19:53,2019-08-15 20:35:53,765
333,52437,2019-08-16 09:19:53,2019-08-15 20:35:53,765
334,52436,2019-08-16 09:19:52,2019-08-15 20:35:52,765
335,52435,2019-08-16 09:19:49,2019-08-15 20:35:49,765
336,52434,2019-08-16 09:19:50,2019-08-15 20:35:50,765
337,52433,2019-08-16 09:19:51,2019-08-15 20:35:51,765
338,52432,2019-08-16 09:19:28,2019-08-15 20:35:28,765
339,52431,2019-08-16 09:19:27,2019-08-15 20:35:27,765
340,52430,2019-08-16 09:19:27,2019-08-15 20:35:27,765
341,52429,2019-08-16 09:19:27,2019-08-15 20:35:27,765
342,52428,2019-08-16 09:19:26,2019-08-15 20:35:26,765
343,52427,2019-08-16 09:19:26,2019-08-15 20:35:26,765
344,52426,2019-08-16 09:19:25,2019-08-15 20:35:25,765
345,52425,2019-08-16 09:19:25,2019-08-15 20:35:25,765
346,52424,2019-08-16 09:19:24,2019-08-15 20:35:24,765
347,52423,2019-08-16 09:19:22,2019-08-15 20:36:22,753
348,52422,2019-08-16 09:19:21,2019-08-15 20:36:21,757
349,52421,2019-08-16 09:19:21,2019-08-15 20:36:21,757
350,52420,2019-08-16 09:19:20,2019-08-15 20:36:20,752
351,52419,2019-08-16 09:19:20,2019-08-15 20:36:20,752
352,52418,2019-08-16 09:19:19,2019-08-15 20:36:19,751
353,52417,2019-08-16 09:19:18,2019-08-15 20:36:18,755
354,52416,2019-08-16 09:19:17,2019-08-15 20:36:17,752
355,52415,2019-08-16 09:19:17,2019-08-15 20:36:17,752
356,52414,2019-08-16 09:19:16,2019-08-15 20:36:16,755
357,52413,2019-08-16 09:19:16,2019-08-15 20:36:16,754
358,52412,2019-08-16 09:19:16,2019-08-15 20:36:16,754
359,52411,2019-08-16 09:19:15,2019-08-15 20:36:15,751
360,52410,2019-08-16 09:19:14,2019-08-15 20:36:14,755
361,52409,2019-08-16 09:19:14,2019-08-15 20:36:14,754
362,52408,2019-08-16 09:19:13,2019-08-15 20:36:13,752
363,52407,2019-08-16 09:19:12,2019-08-15 20:36:12,753
364,52406,2019-08-16 09:19:11,2019-08-15 20:36:11,754
365,52405,2019-08-16 09:19:10,2019-08-15 20:36:10,754
366,52404,2019-08-16 09:19:09,2019-08-15 20:36:09,754
367,52403,2019-08-16 09:19:06,2019-08-15 20:36:06,757
368,52402,2019-08-16 09:19:08,2019-08-15 20:36:08,749
369,52401,2019-08-16 09:19:04,2019-08-15 20:36:04,754
370,52400,2019-08-16 09:19:05,2019-08-15 20:36:05,752
371,52399,2019-08-16 09:19:04,2019-08-15 20:36:04,754
372,52398,2019-08-16 09:19:03,2019-08-15 20:36:03,758
373,52397,2019-08-16 09:19:02,2019-08-15 20:36:02,753
374,52396,2019-08-16 09:19:00,2019-08-15 20:36:00,750
375,52395,2019-08-16 09:19:37,2019-08-15 20:35:37,751
376,52394,2019-08-16 09:18:59,2019-08-15 20:35:59,750
377,52393,2019-08-16 09:19:37,2019-08-15 20:35:37,751
378,52392,2019-08-16 09:19:58,2019-08-15 20:35:58,756
379,52391,2019-08-16 09:19:37,2019-08-15 20:35:37,750
380,52390,2019-08-16 09:19:36,2019-08-15 20:35:36,753
381,52389,2019-08-16 09:19:34,2019-08-15 20:35:34,755
382,52388,2019-08-16 09:19:35,2019-08-15 20:35:35,757
383,52387,2019-08-16 09:19:31,2019-08-15 20:35:32,753
384,52386,2019-08-16 09:19:32,2019-08-15 20:35:32,753
385,52385,2019-08-16 09:19:32,2019-08-15 20:35:32,753
386,52384,2019-08-16 09:19:31,2019-08-15 20:35:31,753
387,52383,2019-08-16 09:19:30,2019-08-15 20:35:30,747
388,52382,2019-08-16 09:19:30,2019-08-15 20:35:30,747
389,52381,2019-08-16 09:19:29,2019-08-15 20:35:29,757
390,52380,2019-08-16 09:19:27,2019-08-15 20:35:27,756
391,52379,2019-08-16 09:19:27,2019-08-15 20:35:27,756
392,52378,2019-08-16 09:19:26,2019-08-15 20:35:26,757
393,52377,2019-08-16 09:19:26,2019-08-15 20:35:26,757
394,52376,2019-08-16 09:19:26,2019-08-15 20:35:26,757
395,52375,2019-08-16 09:19:25,2019-08-15 20:35:25,757
396,52374,2019-08-16 09:19:25,2019-08-15 20:35:25,757
397,52373,2019-08-16 09:19:25,2019-08-15 20:35:25,757
398,52372,2019-08-16 09:19:24,2019-08-15 20:35:24,751
399,52371,2019-08-16 09:19:24,2019-08-15 20:35:24,752
400,52370,2019-08-16 08:51:00,2019-08-15 20:51:00,13
401,52369,2019-08-16 08:50:58,2019-08-15 21:50:58,12
402,52368,2019-08-16 08:50:17,2019-08-15 20:50:17,13
403,52367,2019-08-16 08:50:15,2019-08-15 21:50:15,12
404,52366,2019-08-16 09:20:06,2019-08-15 20:36:33,680
405,52365,2019-08-16 09:19:23,2019-08-15 20:36:23,764
406,52364,2019-08-16 09:19:22,2019-08-15 20:36:22,764
407,52363,2019-08-16 09:19:22,2019-08-15 20:36:22,764
408,52362,2019-08-16 09:19:21,2019-08-15 20:36:21,764
409,52361,2019-08-16 09:19:20,2019-08-15 20:36:20,764
410,52360,2019-08-16 09:19:19,2019-08-15 20:36:19,764
411,52359,2019-08-16 09:19:20,2019-08-15 20:36:20,764
412,52358,2019-08-16 09:19:18,2019-08-15 20:36:18,764
413,52357,2019-08-16 09:19:18,2019-08-15 20:36:18,764
414,52356,2019-08-16 09:19:14,2019-08-15 20:36:14,764
415,52355,2019-08-16 09:19:17,2019-08-15 20:36:17,764
416,52354,2019-08-16 09:19:16,2019-08-15 20:36:16,764
417,52353,2019-08-16 09:19:15,2019-08-15 20:36:15,764
418,52352,2019-08-16 09:19:14,2019-08-15 20:36:14,764
419,52351,2019-08-16 09:19:13,2019-08-15 20:36:13,764
420,52350,2019-08-16 09:19:14,2019-08-15 20:36:14,764
421,52349,2019-08-16 09:19:13,2019-08-15 20:36:13,764
422,52348,2019-08-16 09:19:12,2019-08-15 20:36:12,764
423,52347,2019-08-16 09:19:10,2019-08-15 20:36:10,764
424,52346,2019-08-16 09:19:10,2019-08-15 20:36:10,764
425,52345,2019-08-16 09:19:12,2019-08-15 20:36:12,764
426,52344,2019-08-16 09:19:11,2019-08-15 20:36:11,764
427,52343,2019-08-16 09:19:12,2019-08-15 20:36:12,764
428,52342,2019-08-16 09:19:11,2019-08-15 20:36:11,764
429,52341,2019-08-16 09:19:11,2019-08-15 20:36:11,764
430,52340,2019-08-16 09:19:09,2019-08-15 20:36:09,764
431,52339,2019-08-16 09:19:09,2019-08-15 20:36:09,764
432,52338,2019-08-16 09:19:07,2019-08-15 20:36:08,764
433,52337,2019-08-16 09:19:08,2019-08-15 20:36:08,764
434,52336,2019-08-16 09:19:07,2019-08-15 20:36:08,764
435,52335,2019-08-16 09:19:08,2019-08-15 20:36:07,764
436,52334,2019-08-16 09:19:08,2019-08-15 20:36:08,764
437,52333,2019-08-16 09:19:06,2019-08-15 20:36:06,764
438,52332,2019-08-16 09:19:06,2019-08-15 20:36:06,764
439,52331,2019-08-16 09:19:06,2019-08-15 20:36:06,764
440,52330,2019-08-16 09:19:05,2019-08-15 20:36:05,764
441,52329,2019-08-16 09:19:04,2019-08-15 20:36:04,764
442,52328,2019-08-16 09:19:04,2019-08-15 20:36:04,764
443,52327,2019-08-16 09:19:04,2019-08-15 20:36:04,764
444,52326,2019-08-16 09:19:05,2019-08-15 20:36:05,764
445,52325,2019-08-16 09:19:03,2019-08-15 20:36:03,764
446,52324,2019-08-16 09:19:05,2019-08-15 20:36:05,764
447,52323,2019-08-16 09:19:02,2019-08-15 20:36:02,764
448,52322,2019-08-16 09:19:02,2019-08-15 20:36:02,764
449,52321,2019-08-16 09:19:03,2019-08-15 20:36:03,764
450,52320,2019-08-16 09:20:00,2019-08-15 20:36:00,765
451,52319,2019-08-16 09:19:01,2019-08-15 20:36:01,764
452,52318,2019-08-16 09:19:01,2019-08-15 20:36:01,764
453,52317,2019-08-16 09:19:53,2019-08-15 20:35:53,765
454,52316,2019-08-16 09:20:00,2019-08-15 20:36:00,765
455,52315,2019-08-16 09:19:59,2019-08-15 20:35:59,765
456,52314,2019-08-16 09:19:55,2019-08-15 20:35:55,765
457,52313,2019-08-16 09:19:57,2019-08-15 20:35:57,765
458,52312,2019-08-16 09:19:55,2019-08-15 20:35:55,765
459,52311,2019-08-16 09:19:56,2019-08-15 20:35:56,765
460,52310,2019-08-16 09:19:59,2019-08-15 20:35:59,765
461,52309,2019-08-16 09:19:49,2019-08-15 20:35:49,765
462,52308,2019-08-16 09:19:48,2019-08-15 20:35:48,765
463,52307,2019-08-16 09:19:56,2019-08-15 20:35:56,765
464,52306,2019-08-16 09:19:55,2019-08-15 20:35:55,765
465,52305,2019-08-16 09:19:57,2019-08-15 20:35:57,765
466,52304,2019-08-16 09:19:54,2019-08-15 20:35:54,765
467,52303,2019-08-16 09:19:58,2019-08-15 20:35:58,765
468,52302,2019-08-16 09:19:58,2019-08-15 20:35:58,765
469,52301,2019-08-16 09:19:53,2019-08-15 20:35:53,765
470,52300,2019-08-16 09:19:32,2019-08-15 20:35:32,765
471,52299,2019-08-16 09:19:56,2019-08-15 20:35:56,765
472,52298,2019-08-16 09:19:49,2019-08-15 20:35:49,765
473,52297,2019-08-16 09:19:49,2019-08-15 20:35:49,765
474,52296,2019-08-16 09:19:52,2019-08-15 20:35:52,765
475,52295,2019-08-16 09:19:52,2019-08-15 20:35:52,765
476,52294,2019-08-16 09:19:33,2019-08-15 20:35:33,765
477,52293,2019-08-16 09:19:52,2019-08-15 20:35:52,765
478,52292,2019-08-16 09:19:50,2019-08-15 20:35:50,765
479,52291,2019-08-16 09:19:54,2019-08-15 20:35:54,765
480,52290,2019-08-16 09:19:51,2019-08-15 20:35:51,765
481,52289,2019-08-16 09:19:35,2019-08-15 20:35:35,765
482,52288,2019-08-16 09:19:47,2019-08-15 20:35:47,765
483,52287,2019-08-16 09:19:48,2019-08-15 20:35:48,765
484,52286,2019-08-16 09:19:46,2019-08-15 20:35:46,765
485,52285,2019-08-16 09:19:46,2019-08-15 20:35:46,765
486,52284,2019-08-16 09:19:43,2019-08-15 20:35:43,765
487,52283,2019-08-16 09:19:38,2019-08-15 20:35:38,765
488,52282,2019-08-16 09:19:45,2019-08-15 20:35:45,765
489,52281,2019-08-16 09:19:44,2019-08-15 20:35:44,765
490,52280,2019-08-16 09:19:38,2019-08-15 20:35:38,765
491,52279,2019-08-16 09:19:44,2019-08-15 20:35:44,765
492,52278,2019-08-16 09:19:39,2019-08-15 20:35:39,765
493,52277,2019-08-16 09:19:42,2019-08-15 20:35:42,765
494,52276,2019-08-16 09:19:43,2019-08-15 20:35:43,765
495,52275,2019-08-16 09:19:42,2019-08-15 20:35:42,765
496,52274,2019-08-16 09:19:40,2019-08-15 20:35:40,765
497,52273,2019-08-16 09:19:40,2019-08-15 20:35:40,765
498,52272,2019-08-16 09:19:41,2019-08-15 20:35:41,765
499,52271,2019-08-16 09:19:26,2019-08-15 20:35:26,765
500,52270,2019-08-16 09:19:39,2019-08-15 20:35:39,765
501,52269,2019-08-16 09:19:24,2019-08-15 20:35:24,765
502,52268,2019-08-16 09:19:39,2019-08-15 20:35:39,765
503,52267,2019-08-16 09:19:37,2019-08-15 20:35:37,765
504,52266,2019-08-16 09:19:35,2019-08-15 20:35:35,765
505,52265,2019-08-16 09:19:36,2019-08-15 20:35:36,765
506,52264,2019-08-16 09:19:34,2019-08-15 20:35:34,765
507,52263,2019-08-16 09:19:33,2019-08-15 20:35:33,765
508,52262,2019-08-16 09:19:32,2019-08-15 20:35:32,765
509,52261,2019-08-16 09:19:21,2019-08-15 20:36:21,757
510,52260,2019-08-16 09:19:25,2019-08-15 20:35:25,765
511,52259,2019-08-16 09:19:31,2019-08-15 20:35:32,765
512,52258,2019-08-16 09:19:30,2019-08-15 20:35:30,765
513,52257,2019-08-16 09:19:29,2019-08-15 20:35:29,765
514,52256,2019-08-16 09:19:28,2019-08-15 20:35:28,765
515,52255,2019-08-16 09:19:27,2019-08-15 20:35:27,765
516,52254,2019-08-16 09:19:26,2019-08-15 20:35:26,765
