,timestamp,value
0,2019-08-14 18:12:00,97.029632
1,2019-08-14 18:15:00,97.029256
2,2019-08-14 18:16:00,97.029167
3,2019-08-14 18:17:00,97.029167
4,2019-08-14 18:18:00,97.021883
5,2019-08-14 18:19:00,97.021883
6,2019-08-14 18:20:00,97.021879
7,2019-08-14 18:21:00,97.022357
8,2019-08-14 18:22:00,97.022357
9,2019-08-14 18:23:00,97.021982
10,2019-08-14 18:24:00,97.021982
11,2019-08-14 18:25:00,97.021982
12,2019-08-14 18:26:00,97.022668
13,2019-08-14 18:27:00,97.022312
14,2019-08-14 18:28:00,97.021938
15,2019-08-14 18:29:00,97.021938
16,2019-08-14 18:30:00,97.021837
17,2019-08-14 18:31:00,97.022519
18,2019-08-14 18:32:00,97.022519
19,2019-08-14 18:33:00,97.022145
20,2019-08-14 18:34:00,97.022145
21,2019-08-14 18:35:00,97.022145
22,2019-08-14 18:36:00,97.022615
23,2019-08-14 18:37:00,97.02178
24,2019-08-14 18:38:00,97.02178
25,2019-08-14 18:39:00,97.02178
26,2019-08-14 18:40:00,97.02178
27,2019-08-14 18:41:00,97.022253
28,2019-08-14 18:42:00,97.021885
29,2019-08-14 18:43:00,97.021885
30,2019-08-14 18:44:00,97.021431
31,2019-08-14 18:45:00,97.021431
32,2019-08-14 18:46:00,97.022523
33,2019-08-14 18:47:00,97.021765
34,2019-08-14 18:48:00,97.021765
35,2019-08-14 18:49:00,97.021765
36,2019-08-14 18:50:00,97.021587
37,2019-08-14 18:51:00,97.022075
38,2019-08-14 18:52:00,97.021704
39,2019-08-14 18:53:00,97.021621
40,2019-08-14 18:54:00,97.021621
41,2019-08-14 18:55:00,97.021621
42,2019-08-14 18:56:00,97.022339
43,2019-08-14 18:57:00,97.022325
44,2019-08-14 18:58:00,97.02198
45,2019-08-14 18:59:00,97.02198
46,2019-08-14 19:00:00,97.02198
47,2019-08-14 19:01:00,97.021701
48,2019-08-14 19:02:00,97.021701
49,2019-08-14 19:03:00,97.021701
50,2019-08-14 19:04:00,97.021621
51,2019-08-14 19:05:00,97.021621
52,2019-08-14 19:06:00,97.022441
53,2019-08-14 19:07:00,97.021976
54,2019-08-14 19:08:00,97.021589
55,2019-08-14 19:09:00,97.021589
56,2019-08-14 19:10:00,97.020847
57,2019-08-14 19:11:00,97.020852
58,2019-08-14 19:12:00,97.021664
59,2019-08-14 19:13:00,97.021542
60,2019-08-14 19:14:00,97.021542
61,2019-08-14 19:15:00,97.020807
62,2019-08-14 19:16:00,97.020807
63,2019-08-14 19:17:00,97.022044
64,2019-08-14 19:18:00,97.022044
65,2019-08-14 19:19:00,97.022044
66,2019-08-14 19:20:00,97.020807
67,2019-08-14 19:21:00,97.020807
68,2019-08-14 19:22:00,97.02129
69,2019-08-14 19:23:00,97.02116
70,2019-08-14 19:24:00,97.02116
71,2019-08-14 19:25:00,97.02116
72,2019-08-14 19:26:00,97.02116
73,2019-08-14 19:27:00,97.02133
74,2019-08-14 19:28:00,97.021291
75,2019-08-14 19:29:00,97.021172
76,2019-08-14 19:30:00,97.021172
77,2019-08-14 19:31:00,97.021172
78,2019-08-14 19:32:00,97.021211
79,2019-08-14 19:33:00,97.021211
80,2019-08-14 19:34:00,97.021211
81,2019-08-14 19:35:00,97.021211
82,2019-08-14 19:36:00,97.021211
83,2019-08-14 19:37:00,97.021208
84,2019-08-14 19:38:00,97.021211
85,2019-08-14 19:39:00,97.021211
86,2019-08-14 19:40:00,97.021211
87,2019-08-14 19:41:00,97.021211
88,2019-08-14 19:42:00,97.02207
89,2019-08-14 19:43:00,97.022067
90,2019-08-14 19:44:00,97.021591
91,2019-08-14 19:45:00,97.021591
92,2019-08-14 19:46:00,97.021211
93,2019-08-14 19:47:00,97.021212
94,2019-08-14 19:48:00,97.020672
95,2019-08-14 19:49:00,97.020672
96,2019-08-14 19:50:00,97.020672
97,2019-08-14 19:51:00,97.020662
98,2019-08-14 19:52:00,97.022431
99,2019-08-14 19:53:00,97.022424
100,2019-08-14 19:54:00,97.022409
101,2019-08-14 19:55:00,97.022031
102,2019-08-14 19:56:00,97.022019
103,2019-08-14 19:57:00,97.022748
104,2019-08-14 19:58:00,97.022387
105,2019-08-14 19:59:00,97.022342
106,2019-08-14 20:00:00,97.021964
107,2019-08-14 20:01:00,97.021964
108,2019-08-14 20:02:00,97.022279
109,2019-08-14 20:03:00,97.021918
110,2019-08-14 20:04:00,97.021918
111,2019-08-14 20:05:00,97.021918
112,2019-08-14 20:06:00,97.021918
113,2019-08-14 20:07:00,97.022341
114,2019-08-14 20:08:00,97.022337
115,2019-08-14 20:09:00,97.022233
116,2019-08-14 20:10:00,97.022233
117,2019-08-14 20:11:00,97.022233
118,2019-08-14 20:12:00,97.022507
119,2019-08-14 20:13:00,97.022141
120,2019-08-14 20:14:00,97.022144
121,2019-08-14 20:15:00,97.022144
122,2019-08-14 20:16:00,97.022144
123,2019-08-14 20:17:00,97.022099
124,2019-08-14 20:18:00,97.022057
125,2019-08-14 20:19:00,97.022051
126,2019-08-14 20:20:00,97.022051
127,2019-08-14 20:21:00,97.021688
128,2019-08-14 20:22:00,97.022068
129,2019-08-14 20:23:00,97.022065
130,2019-08-14 20:24:00,97.022068
131,2019-08-14 20:25:00,97.021964
132,2019-08-14 20:26:00,97.021607
133,2019-08-14 20:27:00,97.022022
134,2019-08-14 20:28:00,97.022022
135,2019-08-14 20:29:00,97.021919
136,2019-08-14 20:30:00,97.021919
137,2019-08-14 20:31:00,97.021562
138,2019-08-14 20:32:00,97.021798
139,2019-08-14 20:33:00,97.021798
140,2019-08-14 20:34:00,97.021798
141,2019-08-14 20:35:00,97.021337
142,2019-08-14 20:36:00,97.020981
143,2019-08-14 20:37:00,97.022061
144,2019-08-14 20:38:00,97.022061
145,2019-08-14 20:39:00,97.02196
146,2019-08-14 20:40:00,97.0216
147,2019-08-14 20:41:00,97.021605
148,2019-08-14 20:42:00,97.022307
149,2019-08-14 20:43:00,97.022307
150,2019-08-14 20:44:00,97.021926
151,2019-08-14 20:45:00,97.021464
152,2019-08-14 20:46:00,97.021464
153,2019-08-14 20:47:00,97.021919
154,2019-08-14 20:48:00,97.021501
155,2019-08-14 20:49:00,97.021825
156,2019-08-14 20:50:00,97.021471
157,2019-08-14 20:51:00,97.021471
158,2019-08-14 20:52:00,97.022293
159,2019-08-14 20:53:00,97.021822
160,2019-08-14 20:54:00,97.021823
161,2019-08-14 20:55:00,97.02147
162,2019-08-14 20:56:00,97.02147
163,2019-08-14 20:57:00,97.021931
164,2019-08-14 20:58:00,97.021467
165,2019-08-14 20:59:00,97.021115
166,2019-08-14 21:00:00,97.021115
167,2019-08-14 21:01:00,97.021115
168,2019-08-14 21:02:00,97.021467
169,2019-08-14 21:03:00,97.021467
170,2019-08-14 21:04:00,97.021115
171,2019-08-14 21:05:00,97.021115
172,2019-08-14 21:06:00,97.021077
173,2019-08-14 21:07:00,97.021917
174,2019-08-14 21:08:00,97.021466
175,2019-08-14 21:09:00,97.021115
