,0,1,2
400,6510,60,4075
401,843,60,5168
402,6516,60,4075
403,6520,60,4075
404,6526,60,4075
405,6529,60,4075
406,6534,60,4075
407,6538,60,4075
408,6544,60,4075
409,6549,60,4075
410,6550,60,4075
411,6557,60,4075
412,844,60,5164
413,6563,60,4075
414,6567,60,4075
415,6572,60,4075
416,6578,60,4075
417,6580,60,4075
418,6587,60,4075
419,6593,60,4075
420,6596,60,4075
421,6603,60,4075
422,6608,60,4075
423,845,60,5169
424,6612,60,4075
425,6618,60,4075
426,6621,60,4075
427,6622,60,4075
428,6628,60,4075
429,6633,60,4075
430,6638,60,4075
431,6643,60,4075
432,6648,60,4075
433,6653,60,4075
434,846,60,5178
435,6657,60,4075
436,6663,60,4075
437,6668,60,4075
438,6671,60,4075
439,6673,60,4075
440,6679,60,4075
441,6682,60,4075
442,6686,60,4075
443,6691,60,4075
444,6698,60,4075
445,721,60,5165
446,847,60,5168
447,6703,60,4075
448,6707,60,4075
449,6712,60,4075
450,6718,60,4075
451,6723,60,4075
452,6727,60,4075
453,6730,60,4075
454,6737,60,4075
455,6743,60,4075
456,6744,60,4075
457,848,60,5154
458,6748,60,4075
459,6752,60,4075
460,6758,60,4075
461,6760,60,4075
462,6768,60,4075
463,6769,60,4075
464,6774,60,4075
465,6778,60,4075
466,6786,60,4075
467,6792,60,4075
468,849,60,5170
469,6795,60,4075
470,6799,60,4075
471,6804,60,4075
472,6810,60,4075
473,6814,60,4075
474,6820,60,4075
475,6825,60,4075
476,6829,60,4075
477,6831,60,4075
478,6834,60,4075
479,850,60,5020
480,6837,60,4075
481,6843,60,4075
482,6847,60,4075
483,6853,60,4075
484,6855,60,4075
485,6858,60,4075
486,6862,60,4075
487,6868,60,4075
488,6873,60,4075
489,6878,60,4075
490,851,60,5177
491,6882,60,4075
492,6885,60,4075
493,6888,60,4075
494,6891,60,4075
495,6894,60,4075
496,6902,60,4075
497,6906,60,4075
498,6912,60,4075
499,6916,60,4075
500,6919,60,4075
501,852,60,5167
502,6924,60,4075
503,6929,60,4075
504,6933,60,4075
505,6938,60,4075
506,6944,60,4075
507,6948,60,4075
508,6954,60,4075
509,6958,60,4075
510,6964,60,4075
511,6967,60,4075
512,853,60,5022
513,6972,60,4075
514,6978,60,4075
515,6984,60,4075
516,6988,60,4075
517,6992,60,4075
518,6996,60,4075
519,7002,60,4075
520,7004,60,4075
521,7010,60,4075
522,7015,60,4075
523,854,60,5178
524,7019,60,4075
525,7022,60,4075
526,7029,60,4075
527,7035,60,4075
528,7040,60,4075
529,7045,60,4075
530,7048,60,4075
531,7054,60,4075
532,7058,60,4075
533,7065,60,4075
534,855,60,5153
535,7070,60,4075
536,7074,60,4075
537,7075,60,4075
538,7080,60,4075
539,7084,60,4075
540,7089,60,4075
541,7093,60,4075
542,7099,60,4075
543,7101,60,4075
544,7104,60,4075
545,856,60,5167
546,7109,60,4075
547,7112,60,4075
548,7119,60,4075
549,7122,60,4075
550,7128,60,4075
551,7133,60,4075
552,7138,60,4075
553,7143,60,4075
554,7147,60,4075
555,7152,60,4075
556,722,60,5176
557,857,60,5167
558,7157,60,4075
559,7163,60,4075
560,7165,60,4075
561,7172,60,4075
562,7174,60,4075
563,7176,60,4075
564,7181,60,4075
565,7187,60,4075
566,7192,60,4075
567,7196,60,4075
568,858,60,5173
569,7203,60,4075
570,7207,60,4075
571,7211,60,4075
572,7216,60,4075
573,7221,60,4075
574,7225,60,4075
575,7231,60,4075
576,7236,60,4075
577,7237,60,4075
578,7240,60,4075
579,859,60,5169
580,7247,60,4075
581,7251,60,4075
582,7255,60,4075
583,7261,60,4075
584,7265,60,4075
585,7268,60,4075
586,7275,60,4075
587,7281,60,4075
588,7283,60,4075
589,7289,60,4075
590,860,60,5179
591,7294,60,4075
592,7300,60,4075
593,7302,60,4075
594,7309,60,4075
595,7314,60,4075
596,7319,60,4075
597,7323,60,4075
598,7327,60,4075
599,7332,60,4075
600,7338,60,4075
601,861,60,5167
602,7344,60,4075
603,7345,60,4075
604,7350,60,4075
605,7355,60,4075
606,7359,60,4075
607,7362,60,4075
608,7363,60,4075
609,7368,60,4075
610,7375,60,4075
611,7378,60,4075
612,862,60,5168
613,7384,60,4075
614,7388,60,4075
615,7392,60,4075
616,7397,60,4075
617,7402,60,4075
618,7408,60,4075
619,7412,60,4075
620,7417,60,4075
621,7418,60,4075
622,7420,60,4075
623,863,60,5168
624,7426,60,4075
625,7432,60,4075
626,7438,60,4075
627,7443,60,4075
628,7448,60,4075
629,7452,60,4075
630,7457,60,4075
631,7458,60,4075
632,7467,60,4075
633,7472,60,4075
634,864,60,5170
635,7477,60,4075
636,7482,60,4075
637,7486,60,4075
638,7490,60,4075
639,7496,60,4075
640,7501,60,4075
641,7506,60,4075
642,7507,60,4075
643,7510,60,4075
644,7511,60,4075
645,865,60,5164
646,7515,60,4075
647,7520,60,4075
648,7524,60,4075
649,7530,60,4075
650,7535,60,4075
651,7536,60,4075
652,7540,60,4075
653,7546,60,4075
654,7550,60,4075
655,7554,60,4075
656,866,60,5165
657,7560,60,4075
658,7565,60,4075
659,7571,60,4075
660,7576,60,4075
661,7577,60,4075
662,7581,60,4075
663,7587,60,4075
664,7592,60,4075
665,7596,60,4075
666,7602,60,4075
667,723,60,5172
668,867,3600,84
669,7607,60,4075
670,7611,60,4075
671,7614,60,4075
672,7621,60,4075
673,7625,60,4075
674,7629,60,4075
675,7634,60,4075
676,7638,60,4075
677,7643,60,4075
678,7646,60,4075
679,868,3600,83
680,7650,60,4075
681,7654,60,4075
682,7661,60,4075
683,7662,60,4075
684,7667,60,4075
685,7671,60,4075
686,7675,60,4075
687,7682,60,4075
688,7687,60,4075
689,7688,60,4075
690,869,3600,83
691,7693,60,4075
692,7696,60,4075
693,7699,60,4075
694,7707,60,4075
695,7712,60,4075
696,7716,60,4075
697,7718,60,4075
698,7727,60,4075
699,7730,60,4075
700,7736,60,4075
701,870,3600,88
702,7743,60,4075
703,7746,60,4075
704,7752,60,4075
705,7757,60,4075
706,7760,60,4075
707,7766,60,4075
708,7769,60,4075
709,7777,60,4075
710,7782,60,4075
711,7791,60,4075
712,871,3600,88
713,7792,60,4075
714,7793,60,4075
715,7796,60,4075
716,7803,60,4075
717,7807,60,4075
718,7810,60,4075
719,7817,60,4075
720,7822,60,4075
721,7825,60,4075
722,7826,60,4075
723,872,3600,88
724,7831,60,4075
725,7835,60,4075
726,7843,60,4075
727,7848,60,4075
728,7850,60,4075
729,7853,60,4075
730,7863,60,4075
731,7866,60,4075
732,7873,60,4075
733,7875,60,4075
734,873,3600,88
735,7883,60,4075
736,7888,60,4075
737,7892,60,4075
738,7895,60,4075
739,7898,60,4075
740,7900,60,4075
741,7908,60,4075
742,7912,60,4075
743,7917,60,4075
744,7920,60,4075
745,874,3600,87
746,7927,60,4075
747,7931,60,4075
748,7937,60,4075
749,7941,60,4075
750,7946,60,4075
751,7951,60,4075
752,7953,60,4075
753,7958,60,4075
754,7963,60,4075
755,7968,60,4075
756,875,3600,87
757,7972,60,4075
758,7977,60,4075
759,7982,60,4075
760,7986,60,4075
761,7992,60,4075
762,7996,60,4075
763,8001,60,4075
764,8005,60,4075
765,8007,60,4075
766,8012,60,4075
767,876,3600,87
768,8016,60,4075
769,8021,60,4075
770,8026,60,4075
771,8032,60,4075
772,8037,60,4075
773,8042,60,4075
774,8046,60,4075
775,8052,60,4075
776,8055,60,4075
777,8059,60,4075
778,724,60,5180
779,877,3600,87
780,8065,60,4075
781,8069,60,4075
782,8074,60,4075
783,8075,60,4075
784,8080,60,4075
785,8083,60,4075
786,8091,60,4075
787,8094,60,4075
788,8099,60,4075
789,8104,60,4075
790,878,3600,87
791,8107,60,4075
792,8113,60,4075
793,8118,60,4075
794,8122,60,4075
795,8125,60,4075
796,8127,60,4075
797,8135,60,4075
798,8140,60,4075
799,8144,60,4075
800,8150,60,4075
801,879,3600,87
802,8154,60,4075
803,8159,60,4075
804,8164,60,4075
805,8167,60,4075
806,8173,60,4075
807,8179,60,4075
808,8184,60,4075
809,8187,60,4075
810,8192,60,4075
811,8198,60,4075
812,880,3600,89
813,8200,60,4075
814,8209,60,4075
815,8215,60,4075
816,8218,60,4075
817,8222,60,4075
818,8229,60,4075
819,8230,60,4075
820,8232,60,4075
821,8239,60,4075
822,8245,60,4075
823,881,3600,88
824,8250,60,4075
825,8254,60,4075
826,8258,60,4075
827,8259,60,4075
828,8263,60,4075
829,8268,60,4075
830,8274,60,4075
831,8279,60,4075
832,8282,60,4075
833,8286,60,4075
834,882,3600,88
835,8290,60,4075
836,8292,60,4075
837,8299,60,4075
838,8303,60,4075
839,8307,60,4075
840,8314,60,4075
841,8318,60,4075
842,8323,60,4075
843,8327,60,4075
844,8329,60,4075
845,883,3600,89
846,8335,60,4075
847,8340,60,4075
848,8344,60,4075
849,8349,60,4075
850,8353,60,4075
851,8357,60,4075
852,8364,60,4075
853,8369,60,4075
854,8370,60,4075
855,8375,60,4075
856,884,3600,89
857,8378,60,4075
858,8384,60,4075
859,8385,60,4075
860,8390,60,4075
861,8393,60,4075
862,8401,60,4075
863,8405,60,4075
864,8411,60,4075
865,8416,60,4075
866,8421,60,4075
867,885,3600,88
868,8425,60,4075
869,8430,60,4075
870,8435,60,4075
871,8439,60,4075
872,8443,60,4075
873,8449,60,4075
874,8454,60,4075
875,8455,60,4075
876,8460,60,4075
877,8464,60,4075
878,886,3600,89
879,8469,60,4075
880,8472,60,4075
881,8473,60,4075
882,8479,60,4075
883,8484,60,4075
884,8490,60,4075
885,8494,60,4075
886,8500,60,4075
887,8504,60,4075
888,8509,60,4075
889,725,60,5174
890,887,3600,88
891,8513,60,4075
892,8519,60,4075
893,8524,60,4075
894,8527,60,4075
895,8534,60,4075
896,8539,60,4075
897,8544,60,4075
898,8546,60,4075
899,8547,60,4075
900,8551,60,4075
901,888,3600,88
902,8556,60,4075
903,8561,60,4075
904,8565,60,4075
905,8569,60,4075
906,8574,60,4075
907,8578,60,4075
908,8584,60,4075
909,8590,60,4075
910,8594,60,4075
911,8598,60,4075
912,889,3600,88
913,8605,60,4075
914,8609,60,4075
915,8613,60,4075
916,8617,60,4075
917,8623,60,4075
918,8627,60,4075
919,8634,60,4075
920,8635,60,4075
921,8640,60,4075
922,8643,60,4075
923,890,3600,88
924,8650,60,4075
925,8653,60,4075
926,8658,60,4075
927,8664,60,4075
928,8670,60,4075
929,8674,60,4075
930,8679,60,4075
931,8683,60,4075
932,8690,60,4075
933,8693,60,4075
934,891,0,146
935,8699,60,4075
936,8704,60,4075
937,8709,60,4075
938,8711,60,4075
939,8716,60,4075
940,8721,60,4075
941,8725,60,4075
942,8729,60,4075
943,8732,60,4075
944,8736,60,4075
945,892,3600,88
946,8743,60,4075
947,8749,60,4075
948,8753,60,4075
949,8754,60,4075
950,8758,60,4075
951,8764,60,4075
952,8770,60,4075
953,8775,60,4075
954,8780,60,4075
955,8785,60,4075
956,893,3600,88
957,8789,60,4075
958,8795,60,4075
959,8797,60,4075
960,8801,60,4075
961,8806,60,4075
962,8811,60,4075
963,8815,60,4075
964,8821,60,4075
965,8826,60,4075
966,8831,60,4075
967,894,3600,88
968,8834,60,4075
969,8840,60,4075
970,8843,60,4075
971,8848,60,4075
972,8849,60,4075
973,8854,60,4075
974,8858,60,4075
975,8861,60,4075
976,8863,60,4075
977,8868,60,4075
978,895,3600,88
979,8873,60,4075
980,8877,60,4075
981,8883,60,4075
982,8884,60,4075
983,8889,60,4075
984,8893,60,4075
985,8898,60,4075
986,8902,60,4075
987,8904,60,4075
988,8907,60,4075
989,896,3600,85
990,8914,60,4075
991,8918,60,4075
992,8927,60,4075
993,8930,60,4075
994,8935,60,4075
995,8939,60,4075
996,8944,60,4075
997,8949,60,4075
998,8955,60,4075
999,8957,60,4075
1000,726,60,5187
1001,897,3600,86
1002,8958,60,4075
1003,8962,60,4075
1004,8965,60,4075
1005,8970,60,4075
1006,8972,60,4075
1007,8977,60,4075
1008,8981,60,4075
1009,8987,60,4075
1010,8991,60,4075
1011,8997,60,4075
1012,898,60,5043
1013,9001,60,4075
1014,9006,60,4075
1015,9010,60,4075
1016,9016,60,4075
1017,9021,60,4075
1018,9026,60,4075
1019,9031,60,4075
1020,9034,60,4075
1021,9041,60,4075
1022,9044,60,4075
1023,899,60,5048
1024,9046,60,4075
1025,9056,60,4075
1026,9059,60,4075
1027,9065,60,4075
1028,9070,60,4075
1029,9074,60,4075
1030,9079,60,4075
1031,9082,60,4075
1032,9084,60,4075
1033,9092,60,4075
1034,900,60,955
1035,9097,60,4075
1036,9103,60,4075
1037,9105,60,4075
1038,9111,60,4075
1039,9117,60,4075
1040,9122,60,4075
1041,9127,60,4075
1042,9130,60,4075
1043,9138,60,4075
1044,9141,60,4075
1045,901,60,955
1046,9148,60,4075
1047,9153,60,4075
1048,9158,60,4075
1049,9162,60,4075
1050,9168,60,4075
1051,9173,60,4075
1052,9178,60,4075
1053,9183,60,4075
1054,9187,60,4075
1055,9191,60,4075
1056,902,60,5047
1057,9197,60,4075
1058,9200,60,4075
1059,9206,60,4075
1060,9213,60,4075
1061,9217,60,4075
1062,9221,60,4075
1063,9224,60,4075
1064,9230,60,4075
1065,9235,60,4075
1066,9242,60,4075
1067,903,60,955
1068,9247,60,4075
1069,9252,60,4075
1070,9255,60,4080
1071,9260,60,4080
1072,9265,60,4080
1073,9269,60,4080
1074,9270,60,4080
1075,9275,60,4080
1076,9280,60,4080
1077,9281,60,4080
1078,904,60,5043
1079,9289,60,4080
1080,9295,60,4080
1081,9299,60,4080
1082,9300,60,4080
1083,9306,60,4080
1084,9311,60,4080
1085,9316,60,4080
1086,9321,60,4080
1087,9323,60,4080
1088,9325,60,4080
1089,905,60,5042
1090,9330,60,4080
1091,9335,60,4080
1092,9340,60,4080
1093,9345,60,4080
1094,9350,60,4080
1095,9354,60,4080
1096,9356,60,4080
1097,9362,60,4080
1098,9363,60,4080
1099,9371,60,4080
1100,906,60,4883
1101,9376,60,4080
1102,9378,60,4080
1103,9382,60,4080
1104,9385,60,4080
1105,9391,60,4080
1106,9395,60,4080
1107,9402,60,4080
1108,9407,60,4080
1109,9412,60,4080
1110,9417,60,4080
1111,709,60,5159
1112,727,60,5181
1113,907,60,4881
1114,9421,60,4080
1115,9427,60,4080
1116,9432,60,4080
1117,9437,60,4080
1118,9441,60,4080
1119,9444,60,4080
1120,9446,60,4080
1121,9449,60,4080
1122,9451,60,4080
1123,9459,60,4080
1124,908,60,5040
1125,9460,60,4080
1126,9472,60,4080
1127,9474,60,4080
1128,9480,60,4080
1129,9488,60,4080
1130,9493,60,4080
1131,9498,60,4080
1132,9502,60,4080
1133,9504,60,4080
1134,9509,60,4080
1135,909,60,5040
1136,9513,60,4080
1137,9517,60,4080
1138,9522,60,4080
1139,9525,60,4080
1140,9526,60,4080
1141,9529,60,4080
1142,9535,60,4080
1143,9540,60,4080
1144,9541,60,4080
1145,9542,60,4080
1146,910,60,4880
1147,9547,60,4080
1148,9552,60,4080
1149,9557,60,4080
1150,9561,60,4080
1151,9567,60,4080
1152,9568,60,4080
1153,9572,60,4080
1154,9576,60,4080
1155,9582,60,4080
1156,9586,60,4080
1157,911,60,5039
1158,9591,60,4080
1159,9597,60,4080
1160,9598,60,4080
1161,9604,60,4080
1162,9612,60,4080
1163,9617,60,4080
1164,9620,60,4080
1165,9622,60,4080
1166,9625,60,4080
1167,9632,60,4080
1168,912,60,5039
1169,9637,60,4080
1170,9641,60,4080
1171,9645,60,4080
1172,9650,60,4080
1173,9655,60,4080
1174,9659,60,4080
1175,9664,60,4080
1176,9669,60,4080
1177,9673,60,4080
1178,9679,60,4080
1179,913,60,5039
1180,9685,60,4080
1181,9690,60,4080
1182,9695,60,4080
1183,9700,60,4080
1184,9705,60,4080
1185,9710,60,4080
1186,9711,60,4080
1187,9716,60,4080
1188,9721,60,4080
1189,9726,60,4080
1190,914,60,5043
1191,9731,60,4080
1192,9736,60,4080
1193,9738,60,4080
1194,9743,60,4080
1195,9747,60,4080
1196,9750,60,4080
1197,9754,60,4080
1198,9762,60,4080
1199,9767,60,4080
1200,9772,60,4080
1201,915,60,3943
1202,9777,60,4080
1203,9780,60,4080
1204,9786,60,4080
1205,9791,60,4080
1206,9794,60,4080
1207,9803,60,4080
1208,9807,60,4080
1209,9812,60,4080
1210,9815,60,4080
1211,9822,60,4080
1212,916,60,5166
1213,9826,60,4080
1214,9830,60,4080
1215,9831,60,4080
1216,9834,60,4080
1217,9838,60,4080
1218,9839,60,4080
1219,9842,60,4080
1220,9846,60,4080
1221,9849,60,4080
1222,9852,60,4080
1223,728,60,5161
1224,917,60,5046
1225,9858,60,4080
1226,9861,60,4080
1227,9864,60,4080
1228,9868,60,4080
1229,9873,60,4080
1230,9878,60,4080
1231,9882,60,4080
1232,9886,60,4080
1233,9892,60,4080
1234,9894,60,4080
1235,918,60,5044
1236,9896,60,4080
1237,9903,60,4080
1238,9908,60,4080
1239,9913,60,4080
1240,9918,60,4080
1241,9923,60,4080
1242,9928,60,4080
1243,9930,60,4080
1244,9937,60,4080
1245,9943,60,4080
1246,919,60,947
1247,9947,60,4080
1248,9952,60,4080
1249,9956,60,4080
1250,9961,60,4080
1251,9967,60,4080
1252,9971,60,4080
1253,9976,60,4080
1254,9982,60,4080
1255,9986,60,4080
1256,9988,60,4080
1257,920,60,5051
1258,9993,60,4080
1259,9997,60,4080
1260,10000,60,4080
1261,10005,60,4080
1262,10011,60,4080
1263,10017,60,4080
1264,10020,60,4080
1265,10024,60,4080
1266,10027,60,4080
1267,10035,60,4080
1268,921,60,947
1269,10036,60,4080
1270,10041,60,4080
1271,10044,60,4080
1272,10048,60,4080
1273,10054,60,4080
1274,10057,60,4080
1275,10062,60,4080
1276,10064,60,4080
1277,10069,60,4080
1278,10078,60,4080
1279,922,60,949
1280,10083,60,4080
1281,10089,60,4080
1282,10093,60,4080
1283,10097,60,4080
1284,10103,60,4080
1285,10108,60,4080
1286,10113,60,4080
1287,10118,60,4080
1288,10123,60,4080
1289,10127,60,4080
1290,923,60,955
1291,10131,60,4080
1292,10135,60,4080
1293,10141,60,4080
1294,10145,60,4080
1295,10149,60,4080
1296,10153,60,4080
1297,10161,60,4080
1298,10166,60,4080
1299,10171,60,4080
1300,10175,60,4080
1301,924,60,955
1302,10179,60,4080
1303,10184,60,4080
1304,10190,60,4080
1305,10192,60,4080
1306,10197,60,4080
1307,10199,60,4080
1308,10205,60,4080
1309,10208,60,4080
1310,10212,60,4080
1311,10217,60,4080
1312,925,60,955
1313,10219,60,4080
1314,10225,60,4080
1315,10232,60,4080
1316,10237,60,4080
1317,10243,60,4080
1318,10246,60,4080
1319,10247,60,4080
1320,10253,60,4080
1321,10258,60,4080
1322,10263,60,4080
1323,926,60,5040
1324,10267,60,4080
1325,10272,60,4080
1326,10278,60,4080
1327,10281,60,4080
1328,10284,60,4080
1329,10288,60,4080
1330,10294,60,4080
1331,10299,60,4080
1332,10301,60,4080
1333,10306,60,4080
1334,729,60,5172
1335,927,60,5042
1336,10310,60,4080
1337,10318,60,4080
1338,10323,60,4080
1339,10328,60,4080
1340,10330,60,4080
1341,10334,60,4080
1342,10339,60,4080
1343,10343,60,4080
1344,10349,60,4080
1345,10354,60,4080
1346,928,60,955
1347,10359,60,4080
1348,10360,60,4080
1349,10365,60,4080
1350,10370,60,4080
1351,10373,60,4080
1352,10376,60,4080
1353,10384,60,4080
1354,10390,60,4080
1355,10394,60,4080
1356,10399,60,4080
1357,929,60,955
1358,10405,60,4080
1359,10410,60,4080
1360,10411,60,4080
1361,10416,60,4080
1362,10421,60,4080
1363,10426,60,4080
1364,10430,60,4080
1365,10433,60,4080
1366,10441,60,4080
1367,10445,60,4080
1368,930,60,5046
1369,10446,60,4080
1370,10452,60,4080
1371,10455,60,4080
1372,10462,60,4080
1373,10467,60,4080
1374,10471,60,4080
