,0,1,2
1375,10474,60,4080
1376,10477,60,4080
1377,10479,60,4080
1378,10484,60,4080
1379,931,59,955
1380,10489,60,4080
1381,10493,60,4080
1382,10495,60,4080
1383,10496,60,4080
1384,10497,60,4080
1385,10498,60,4080
1386,10514,60,4080
1387,10524,60,4080
1388,10528,60,4080
1389,10529,60,4080
1390,932,60,5045
1391,10538,60,4080
1392,10544,60,4080
1393,10548,60,4080
1394,10554,60,4080
1395,10559,60,4080
1396,10564,60,4080
1397,10568,60,4080
1398,10574,60,4080
1399,10579,60,4080
1400,10583,60,4080
1401,933,60,5051
1402,10589,60,4080
1403,10594,60,4080
1404,10599,60,4080
1405,10603,60,4080
1406,10609,60,4080
1407,10614,60,4080
1408,10619,60,4080
1409,10621,60,4080
1410,10628,60,4080
1411,10633,60,4080
1412,934,60,5049
1413,10638,60,4080
1414,10642,60,4080
1415,10648,60,4080
1416,10653,60,4080
1417,10657,60,4080
1418,10663,60,4080
1419,10666,60,4080
1420,10673,60,4075
1421,10678,60,4075
1422,10683,60,4075
1423,935,60,955
1424,10687,60,4075
1425,10692,60,4075
1426,10697,60,4075
1427,10701,60,4075
1428,10705,60,4075
1429,10713,60,4075
1430,10718,60,4075
1431,10723,60,4075
1432,10728,60,4075
1433,10732,60,4075
1434,936,60,955
1435,10735,60,4075
1436,10738,60,4075
1437,10743,60,4075
1438,10748,60,4075
1439,10751,60,4075
1440,10754,60,4075
1441,10758,60,4075
1442,10763,60,4075
1443,10765,60,4075
1444,10768,60,4075
1445,730,60,5174
1446,937,60,5029
1447,10774,60,4075
1448,10778,60,4075
1449,10782,60,4075
1450,10788,60,4075
1451,10793,60,4075
1452,10798,60,4075
1453,10803,60,4075
1454,10808,60,4075
1455,10811,60,4075
1456,10817,60,4075
1457,938,60,955
1458,10823,60,4075
1459,10828,60,4075
1460,10832,60,4075
1461,10836,60,4075
1462,10841,60,4075
1463,10846,60,4075
1464,10851,60,4075
1465,10856,60,4075
1466,10860,60,4075
1467,10863,60,4075
1468,939,60,955
1469,10871,60,4075
1470,10875,60,4075
1471,10881,60,4075
1472,10886,60,4075
1473,10889,60,4075
1474,10896,60,4075
1475,10901,60,4075
1476,10906,60,4075
1477,10910,60,4075
1478,10914,60,4075
1479,940,60,4884
1480,10919,60,4075
1481,10924,60,4075
1482,10929,60,4075
1483,10933,60,4075
1484,10939,60,4075
1485,10943,60,4075
1486,10949,60,4075
1487,10954,60,4075
1488,10959,60,4075
1489,10964,60,4075
1490,941,60,4882
1491,10966,60,4075
1492,10968,60,4075
1493,10974,60,4075
1494,10980,60,4075
1495,10985,60,4075
1496,10989,60,4075
1497,10995,60,4075
1498,10999,60,4075
1499,11002,60,4075
1500,11006,60,4075
1501,942,60,955
1502,11011,60,4075
1503,11016,60,4075
1504,11019,60,4075
1505,11020,60,4075
1506,11026,60,4075
1507,11032,60,4075
1508,11039,60,4075
1509,11043,60,4075
1510,11049,60,4075
1511,11054,60,4075
1512,943,60,955
1513,11058,60,4075
1514,11062,60,4075
1515,11067,60,4075
1516,11073,60,4075
1517,11078,60,4075
1518,11084,60,4075
1519,11089,60,4075
1520,11094,60,4075
1521,11099,60,4075
1522,11102,60,4075
1523,944,60,5028
1524,11108,60,4075
1525,11111,60,4075
1526,11118,60,4075
1527,11122,60,4075
1528,11126,60,4075
1529,11133,60,4075
1530,11138,60,4075
1531,11143,60,4075
1532,11147,60,4075
1533,11152,60,4075
1534,945,60,4885
1535,11156,60,4075
1536,11161,60,4075
1537,11165,60,4075
1538,11172,60,4075
1539,11175,60,4075
1540,11182,60,4075
1541,11187,60,4075
1542,11192,60,4075
1543,11195,60,4075
1544,11200,60,4075
1545,946,60,955
1546,11204,60,4075
1547,11210,60,4075
1548,11215,60,4075
1549,11220,60,4075
1550,11223,60,4075
1551,11230,60,4075
1552,11235,60,4075
1553,11239,60,4075
1554,11244,60,4075
1555,11250,60,4075
1556,731,60,5173
1557,947,60,955
1558,11254,60,4075
1559,11259,60,4075
1560,11262,60,4075
1561,11269,60,4075
1562,11274,60,4075
1563,11278,60,4075
1564,11284,60,4075
1565,11288,60,4075
1566,11294,60,4075
1567,11298,60,4075
1568,948,60,955
1569,11302,60,4075
1570,11308,60,4075
1571,11313,60,4075
1572,11318,60,4075
1573,11323,60,4075
1574,11324,60,4075
1575,11333,60,4075
1576,11338,60,4075
1577,11342,60,4075
1578,11348,60,4075
1579,949,60,5050
1580,11353,60,4075
1581,11356,60,4075
1582,11363,60,4075
1583,11367,60,4075
1584,11372,60,4075
1585,11377,60,4075
1586,11382,60,4075
1587,11387,60,4075
1588,11391,60,4075
1589,11396,60,4075
1590,950,60,5037
1591,11402,60,4075
1592,11408,60,4075
1593,11413,60,4075
1594,11415,60,4075
1595,11417,60,4075
1596,11425,60,4075
1597,11430,60,4075
1598,11435,60,4075
1599,11440,60,4075
1600,11441,60,4075
1601,951,60,5038
1602,11446,60,4075
1603,11451,60,4075
1604,11454,60,4075
1605,11459,60,4075
1606,11463,60,4075
1607,11468,60,4075
1608,11472,60,4075
1609,11477,60,4070
1610,11482,60,4070
1611,11487,300,4092
1612,952,60,5050
1613,11488,300,4085
1614,11489,300,4089
1615,11490,300,4087
1616,11491,300,4092
1617,11492,300,4089
1618,11493,300,30260
1619,11494,300,4093
1620,11495,11820,3934
1621,11496,300,4093
1622,11497,300,4091
1623,953,10,31309
1624,11498,11820,3930
1625,11499,300,4089
1626,11500,300,4087
1627,11501,11820,3928
1628,11502,240,4096
1629,11503,240,4094
1630,11504,240,4092
1631,11505,240,4094
1632,11506,240,4096
1633,11507,240,4091
1634,959,60,4231
1635,11532,60,4050
1636,11537,60,4050
1637,11542,60,4045
1638,11547,60,4045
1639,11552,60,4045
1640,11557,60,4045
1641,11562,60,4040
1642,11567,60,4040
1643,11572,60,4030
1644,11577,60,4030
1645,960,60,4234
1646,11582,60,4020
1647,11587,60,4020
1648,11592,60,4000
1649,11597,60,4000
1650,11602,60,4000
1651,11607,60,4000
1652,11612,60,3995
1653,11617,60,3995
1654,11622,60,3995
1655,11627,60,3995
1656,961,60,4238
1657,11632,60,3980
1658,11637,60,3980
1659,11642,60,3980
1660,11647,60,3980
1661,11652,60,3970
1662,11657,60,3970
1663,11662,60,3970
1664,11667,60,3970
1665,11672,60,3965
1666,11677,60,3965
1667,732,60,5191
1668,962,60,4235
1669,11682,60,3950
1670,11687,60,3950
1671,11692,60,3945
1672,11697,60,3945
1673,11702,60,3940
1674,11707,60,3940
1675,11712,60,3915
1676,11717,60,3915
1677,11722,60,3915
1678,11727,60,3915
1679,963,60,4233
1680,11732,60,3910
1681,11737,60,3910
1682,11742,60,3905
1683,11747,60,3905
1684,11752,60,3905
1685,11757,60,3905
1686,11762,60,3905
1687,11767,60,3905
1688,11772,60,3900
1689,11777,60,3900
1690,964,60,4240
1691,11782,60,3895
1692,11787,60,3895
1693,11792,60,3890
1694,11797,60,3890
1695,11802,60,3885
1696,11807,60,3885
1697,11812,60,3880
1698,11817,60,3880
1699,11822,60,3880
1700,11827,60,3880
1701,965,60,4236
1702,11832,60,3870
1703,11837,60,3870
1704,11842,60,3865
1705,11847,60,3865
1706,11852,60,3780
1707,11857,60,3780
1708,11862,60,3780
1709,11867,60,3780
1710,11872,60,3735
1711,11877,60,3735
1712,966,60,4234
1713,11882,60,3710
1714,11887,60,3710
1715,11892,60,3700
1716,11897,60,3700
1717,11902,60,3680
1718,11907,60,3680
1719,11912,60,3675
1720,11917,60,3675
1721,11922,60,3645
1722,11928,60,3645
1723,967,60,4235
1724,11932,60,3640
1725,11937,60,3640
1726,11942,60,3630
1727,11947,60,3630
1728,11952,60,3615
1729,11957,60,3615
1730,11962,60,3570
1731,11967,60,3570
1732,11972,60,3540
1733,11977,60,3540
1734,968,60,4233
1735,11982,60,3535
1736,11987,60,3535
1737,11992,60,3400
1738,11997,60,3400
1739,12002,60,3400
1740,12007,60,3400
1741,12012,60,3400
1742,12017,60,3400
1743,12022,60,3395
1744,12027,60,3395
1745,969,60,4237
1746,12032,60,3260
1747,12037,60,3260
1748,12042,60,3155
1749,12047,60,3155
1750,12052,60,3080
1751,12057,60,3080
1752,12062,60,3080
1753,12067,60,3080
1754,12072,60,3070
1755,12077,60,3070
1756,970,60,4079
1757,12082,60,3070
1758,12087,60,3070
1759,12092,60,3065
1760,12097,60,3065
1761,12102,60,3055
1762,12107,60,3055
1763,12112,60,3055
1764,12117,60,3055
1765,12122,60,3045
1766,12127,60,3045
1767,971,60,4082
1768,12132,60,3040
1769,12137,60,3040
1770,12142,60,3035
1771,12147,60,3035
1772,12152,60,3025
1773,12157,60,3025
1774,12162,60,3020
1775,12167,60,3020
1776,12172,60,3015
1777,12177,60,3015
1778,733,60,5172
1779,972,60,4240
1780,12182,60,3000
1781,12187,60,3000
1782,12192,60,2990
1783,12197,60,2990
1784,12202,60,2990
1785,12207,60,2990
1786,12212,60,2990
1787,12217,60,2990
1788,12222,60,2985
1789,12228,60,2985
1790,973,60,4243
1791,12232,60,2985
1792,12237,60,2985
1793,12242,60,2980
1794,12247,60,2980
1795,12252,60,2975
1796,12257,60,2975
1797,12262,60,2965
1798,12267,60,2965
1799,12272,60,2960
1800,12277,60,2960
1801,974,60,4237
1802,12282,60,2945
1803,12287,60,2945
1804,12292,60,2945
1805,12297,60,2945
1806,12302,60,2930
1807,12307,60,2930
1808,12312,60,2930
1809,12317,60,2930
1810,12322,60,2925
1811,12327,60,2925
1812,975,60,4244
1813,12332,60,2920
1814,12337,60,2920
1815,12342,60,2910
1816,12347,60,2910
1817,12352,60,2900
1818,12357,60,2900
1819,12362,60,2895
1820,12367,60,2895
1821,12372,60,2890
1822,12377,60,2890
1823,976,60,4341
1824,12382,60,2890
1825,12387,60,2890
1826,12392,60,2880
1827,12397,60,2880
1828,12402,60,2875
1829,12407,60,2875
1830,12412,60,2870
1831,12417,60,2870
1832,12422,60,2870
1833,12427,60,2870
1834,977,60,4242
1835,12432,60,2870
1836,12437,60,2870
1837,12442,60,2870
1838,12447,60,2870
1839,12452,60,2870
1840,12457,60,2870
1841,12462,60,2865
1842,12467,60,2865
1843,12472,60,2860
1844,12477,60,2860
1845,978,60,4247
1846,12482,60,2855
1847,12487,60,2855
1848,12492,60,2850
1849,12497,60,2850
1850,12502,60,2845
1851,12507,60,2845
1852,12512,60,2835
1853,12517,60,2835
1854,12522,60,2815
1855,12527,60,2815
1856,979,60,4242
1857,12532,60,2815
1858,12537,60,2815
1859,12542,60,2815
1860,12547,60,2815
1861,12552,60,2815
1862,12557,60,2815
1863,12562,60,2810
1864,12567,60,2810
1865,12572,60,2810
1866,12577,60,2810
1867,980,60,4243
1868,12582,60,2810
1869,12587,60,2810
1870,12592,60,2805
1871,12597,60,2805
1872,12602,60,2805
1873,12607,60,2805
1874,12612,60,2805
1875,12617,60,2805
1876,12622,60,2805
1877,12627,60,2805
1878,981,60,4246
1879,12632,60,2800
1880,12637,60,2800
1881,12642,60,2800
1882,12647,60,2800
1883,12652,60,2695
1884,12657,60,2695
1885,12662,60,2695
1886,12667,60,2695
1887,12672,60,2690
1888,12677,60,2690
1889,734,60,5172
1890,982,60,4243
1891,12682,60,2690
1892,12687,60,2690
1893,12692,60,2690
1894,12693,60,2687
1895,983,60,4243
1896,984,60,4247
1897,985,60,14969
1898,986,60,4245
1899,987,60,4241
1900,988,60,4244
1901,989,60,4082
1902,990,60,4085
1903,991,60,4241
1904,735,60,5182
1905,992,60,4245
1906,993,60,4085
1907,994,60,4245
1908,995,60,4245
1909,996,60,4243
1910,997,60,4238
1911,998,60,4083
1912,999,60,4245
1913,1000,60,4245
1914,1001,60,4086
1915,736,60,5172
1916,1002,60,4240
1917,1003,60,4247
1918,1004,60,4087
1919,1005,60,4245
1920,1006,60,4246
1921,1007,60,4085
1922,1008,60,4246
1923,1009,60,4241
1924,1010,60,4086
1925,1011,60,4248
1926,710,60,9362
1927,737,60,5172
1928,1012,60,4249
1929,1013,60,4246
1930,1014,60,4247
1931,1015,60,4244
1932,1016,60,4245
1933,1017,60,4245
1934,1018,60,4246
1935,1019,60,4240
1936,1020,60,4242
1937,1021,60,4244
1938,738,60,5173
1939,1022,60,4243
1940,1023,60,4242
1941,1024,60,4239
1942,1025,60,4238
1943,1026,60,4242
1944,1027,60,4238
1945,1028,60,3346
1946,1030,60,4203
1947,1037,60,4203
1948,1047,60,4203
1949,739,60,5174
1950,1050,60,4203
1951,1051,60,4203
1952,1055,60,4203
1953,1075,60,4203
1954,1083,60,4203
1955,1084,60,4203
1956,1085,60,4203
1957,1088,60,4203
1958,1097,60,4203
1959,1106,60,4213
1960,740,60,5170
1961,1115,60,4208
1962,1122,60,4208
1963,1130,60,4208
1964,1137,60,4209
1965,1147,60,4208
1966,1154,60,4208
1967,1158,60,4208
1968,1170,60,4208
1969,1183,60,4208
1970,1192,60,4208
1971,741,60,5178
1972,1201,60,4208
1973,1205,60,4208
1974,1209,60,4208
1975,1222,60,4208
1976,1230,60,4208
1977,1239,60,4208
1978,1246,60,4208
1979,1255,60,4208
1980,1261,60,4208
1981,1271,60,4208
1982,742,60,5180
1983,1280,60,4208
1984,1289,60,4208
1985,1297,60,4208
1986,1307,60,4208
1987,1312,60,4208
1988,1315,60,4208
1989,1321,60,4208
1990,1338,60,4208
1991,1344,60,4208
1992,1353,60,4208
1993,743,60,5182
1994,1362,60,4208
1995,1367,60,4208
1996,1370,60,4208
1997,1375,60,4208
1998,1390,60,4208
1999,1398,60,4208
2000,1404,60,4208
2001,1412,60,4208
2002,1417,60,4208
2003,1423,60,4208
2004,744,60,5173
2005,1432,60,4199
2006,1439,60,4199
2007,1448,60,4199
2008,1454,60,4199
2009,1457,60,4199
2010,1464,60,4199
2011,1480,60,4199
2012,1489,60,4199
2013,1498,60,4199
2014,1506,60,4199
2015,745,60,5186
2016,1512,60,4199
2017,1516,60,4199
2018,1521,60,4199
2019,1528,60,4199
2020,1535,60,4199
2021,1543,60,4199
2022,1551,60,4199
2023,1560,60,4199
2024,1569,60,4199
2025,1578,60,4199
2026,746,60,5175
2027,1587,60,4199
2028,1596,60,4199
2029,1604,60,4199
2030,1613,60,4199
2031,1616,60,4199
2032,1627,60,4199
2033,1631,60,4199
2034,1643,60,4199
2035,1652,60,4199
2036,1661,60,4199
2037,711,60,5032
2038,747,60,5181
2039,1664,60,4199
2040,1666,60,4199
2041,1678,60,4199
2042,1693,60,4199
2043,1701,60,4199
2044,1704,60,4199
2045,1712,60,4199
2046,1720,60,4199
2047,1728,60,4199
2048,1734,60,4199
2049,748,60,5174
2050,1743,60,4199
2051,1749,60,4199
2052,1760,60,4199
2053,1767,60,4199
2054,1772,60,4199
2055,1775,60,4199
2056,1783,60,4199
2057,1799,60,4199
2058,1807,60,4199
2059,1817,1,252750
2060,749,60,5179
2061,1841,1,252750
2062,1863,1,252750
2063,1886,1,252750
2064,1906,1,252750
2065,1927,1,252750
2066,1944,1,252750
2067,1964,1,252750
2068,1986,1,252750
2069,2010,1,253051
2070,2031,1,253051
2071,750,60,5188
2072,2052,1,253051
2073,2073,1,253051
2074,2096,1,253051
2075,2116,1,253051
2076,2140,1,253051
2077,2164,1,253051
2078,2186,1,253051
2079,2209,1,253051
2080,2231,1,253352
2081,2255,1,253352
2082,751,60,5193
2083,2276,60,4209
2084,2285,60,4209
2085,2294,60,4209
2086,2298,60,4209
2087,2301,60,4209
2088,2307,60,4209
2089,2324,60,4209
2090,2331,60,4209
2091,2336,60,4209
2092,2343,60,4209
2093,752,60,5185
2094,2351,60,4209
2095,2358,60,4209
2096,2365,60,4209
2097,2372,60,4209
2098,2381,60,4209
2099,2390,60,4209
2100,2394,60,4209
2101,2398,60,4209
2102,2409,60,4209
2103,2421,60,4095
2104,753,60,5187
2105,2422,60,4095
2106,2426,60,4095
2107,2429,60,4095
2108,2430,60,4095
2109,2434,60,4095
2110,2443,60,4095
2111,2445,60,4095
2112,2449,60,4095
2113,2457,60,4095
2114,2460,60,4095
2115,754,60,5186
2116,2464,60,4095
2117,2469,60,4095
2118,2475,60,4095
2119,2476,60,4095
2120,2477,60,4095
2121,2482,60,4095
2122,2483,60,4095
2123,2489,60,4095
2124,2496,60,4095
2125,2505,60,4095
2126,755,60,5183
2127,2511,60,4095
2128,2512,60,4095
2129,2517,60,4095
2130,2522,60,4095
2131,2527,60,4095
2132,2532,60,4095
2133,2537,60,4095
2134,2541,60,4095
2135,2545,60,4095
2136,2547,60,4095
2137,756,60,5031
2138,2549,60,4095
2139,2558,60,4095
2140,2563,60,4095
2141,2564,60,4095
2142,2573,60,4095
2143,2578,60,4095
2144,2583,60,4095
2145,2586,60,4095
2146,2589,60,4095
2147,2592,60,4095
2148,712,60,5187
2149,757,60,5181
2150,2594,60,4095
2151,2604,60,4095
2152,2607,60,4095
2153,2612,60,4095
2154,2617,60,4095
2155,2619,60,4095
2156,2621,60,4095
2157,2628,60,4095
2158,2632,60,4095
2159,2638,60,4095
2160,758,60,5030
2161,2644,60,4095
2162,2646,60,4095
2163,2653,60,4095
2164,2656,60,4095
2165,2657,60,4095
2166,2666,60,4095
2167,2671,60,4095
2168,2675,60,4095
2169,2677,60,4095
2170,2680,60,4095
2171,759,60,9393
2172,2681,60,4095
2173,2692,60,4095
2174,2697,60,4095
2175,2700,60,4095
2176,2707,60,4095
2177,2712,60,4095
2178,2717,60,4095
2179,2718,60,4095
2180,2727,60,4095
2181,2731,60,4095
2182,760,60,5186
2183,2736,60,4095
2184,2741,60,4095
2185,2743,60,4095
2186,2751,60,4095
2187,2757,60,4095
2188,2761,60,4095
2189,2767,60,4095
2190,2771,60,4095
2191,2777,60,4095
2192,2780,60,4095
2193,761,60,5016
2194,2785,60,4095
2195,2792,60,4095
2196,2793,60,4095
2197,2800,60,4095
2198,2807,60,4095
2199,2810,60,4095
2200,2817,60,4095
2201,2822,60,4095
2202,2827,60,4095
2203,2832,60,4095
2204,762,60,5196
2205,2837,60,4095
2206,2841,60,4095
2207,2847,60,4095
2208,2852,60,4095
2209,2857,60,4095
2210,2862,60,4095
2211,2866,60,4095
2212,2870,60,4095
2213,2876,60,4095
2214,2882,120,4091
2215,763,60,5185
2216,2883,60,4096
2217,2884,300,4091
2218,2886,240,4091
2219,2889,300,4091
2220,2894,300,4091
2221,2897,180,4091
2222,2898,300,4091
2223,2909,60,4090
2224,2912,60,4095
2225,2913,60,4095
2226,764,60,5039
2227,2914,60,4095
2228,2915,60,4095
2229,2916,60,4095
2230,2917,60,4093
2231,2918,60,4095
2232,2921,60,4095
2233,2924,60,4095
2234,2955,60,4095
2235,2956,60,4095
2236,2960,60,4095
2237,765,60,5173
2238,2964,60,4095
2239,2970,60,4095
2240,2973,60,4095
2241,2974,60,4095
2242,2975,60,4095
2243,2980,60,4095
2244,2992,60,4095
2245,2993,60,4095
2246,2999,60,4095
2247,3007,60,4095
2248,766,60,5027
2249,3012,60,4095
2250,3013,60,4095
2251,3020,60,4095
2252,3023,60,4095
2253,3029,60,4095
2254,3034,60,4095
2255,3038,60,4095
2256,3044,60,4095
2257,3045,60,4095
2258,3047,60,4095
2259,713,60,5192
2260,767,60,5042
2261,3053,60,4095
2262,3056,60,4095
2263,3060,60,4095
2264,3068,60,4095
2265,3071,60,4095
2266,3076,60,4095
2267,3081,60,4095
2268,3086,60,4095
2269,3091,60,4095
2270,3096,60,4095
2271,768,60,4997
2272,3099,60,4095
2273,3103,60,4095
2274,3105,60,4095
2275,3110,60,4095
2276,3115,60,4095
2277,3120,60,4095
2278,3125,60,4095
2279,3130,60,4095
2280,3135,60,4095
2281,3140,60,4095
2282,769,60,5039
2283,3142,60,4095
2284,3149,60,4095
2285,3155,60,4095
2286,3160,60,4095
2287,3165,60,4095
2288,3170,60,4095
2289,3173,60,4095
2290,3176,60,4095
2291,3181,60,4095
2292,3185,60,4095
2293,770,60,5185
2294,3191,60,4095
2295,3195,60,4095
2296,3198,60,4095
2297,3203,60,4095
2298,3207,60,4095
2299,3210,60,4095
2300,3215,60,4095
2301,3223,60,4095
2302,3228,60,4095
2303,3233,60,4095
2304,771,60,5183
2305,3238,60,4095
2306,3243,60,4095
2307,3248,60,4095
2308,3252,60,4095
2309,3254,60,4095
2310,3259,60,4095
2311,3262,60,4095
2312,3266,60,4095
2313,3271,60,4095
2314,3275,60,4095
2315,772,59,9408
2316,3281,60,4095
2317,3286,60,4095
2318,3291,60,4095
2319,3297,60,4095
2320,3300,60,4095
2321,3306,60,4095
2322,3310,60,4095
2323,3315,60,4095
2324,3320,60,4095
2325,3325,60,4095
2326,773,60,5028
2327,3330,60,4095
2328,3333,60,4095
2329,3339,60,4095
2330,3344,60,4095
2331,3350,60,4095
2332,3353,60,4095
2333,3355,60,4095
2334,3359,60,4095
2335,3363,60,4095
2336,3370,60,4095
2337,774,60,5030
2338,3374,60,4095
2339,3378,60,4095
2340,3382,60,4095
2341,3383,60,4095
2342,3388,60,4095
2343,3393,60,4095
2344,3398,60,4095
2345,3403,60,4095
2346,3408,60,4095
2347,3413,60,4095
2348,775,61,5187
2349,3417,60,4095
2350,3420,60,4095
2351,3425,60,4095
2352,3429,60,4095
2353,3433,60,4095
2354,3439,60,4095
2355,3444,60,4095
2356,3446,60,4095
2357,3454,60,4095
2358,3459,60,4095
2359,776,60,5183
2360,3464,60,4095
2361,3469,60,4095
2362,3472,60,4095
2363,3477,60,4095
2364,3480,60,4095
2365,3484,60,4095
2366,3489,60,4095
2367,3494,60,4095
2368,3496,60,4095
2369,3504,60,4095
2370,714,60,5196
2371,777,60,5031
2372,3509,60,4095
2373,3513,60,4095
2374,3518,60,4095
2375,3524,60,4095
2376,3528,60,4095
2377,3533,60,4095
2378,3537,60,4095
2379,3538,60,4095
2380,3543,60,4095
2381,3548,60,4095
2382,778,60,5036
2383,3552,60,4095
2384,3555,60,4095
2385,3562,60,4095
2386,3567,60,4095
2387,3572,60,4095
2388,3576,60,4095
2389,3581,60,4095
2390,3586,60,4095
2391,3591,60,4095
2392,3595,60,4095
2393,779,60,5195
2394,3600,60,4095
2395,3604,60,4095
2396,3609,60,4095
2397,3614,60,4095
2398,3618,60,4095
2399,3623,60,4095
2400,3628,60,4095
2401,3632,60,4095
2402,3638,60,4095
2403,3642,60,4095
2404,780,60,5188
2405,3648,60,4095
2406,3653,60,4095
2407,3657,60,4095
2408,3660,60,4095
2409,3664,60,4095
2410,3668,60,4095
2411,3674,60,4095
2412,3679,60,4095
2413,3687,60,4095
2414,3689,60,4095
2415,781,60,5195
2416,3692,60,4095
2417,3699,60,4095
2418,3703,60,4095
2419,3707,60,4095
2420,3711,60,4095
2421,3716,60,4095
2422,3719,60,4095
2423,3723,60,4095
2424,3729,60,4095
2425,3732,60,4095
2426,782,60,5031
2427,3740,60,4095
2428,3744,60,4095
2429,3750,60,4095
2430,3753,60,4095
2431,3758,60,4095
2432,3762,60,4095
2433,3768,60,4095
2434,3772,60,4095
2435,3776,60,4095
2436,3778,60,4095
2437,783,60,5037
2438,3779,60,4095
2439,3780,60,4095
2440,3793,60,4095
2441,3796,60,4095
2442,3800,60,4095
2443,3805,60,4095
2444,3810,60,4095
2445,3812,60,4095
2446,3816,60,4095
2447,3820,60,4095
2448,784,60,5046
2449,3826,60,4095
2450,3830,60,4095
2451,3836,60,4095
2452,3841,60,4095
2453,3844,60,4095
2454,3848,60,4095
2455,3853,60,4095
2456,3858,60,4095
2457,3863,60,4095
2458,3868,60,4095
2459,785,60,5200
2460,3872,60,4095
2461,3878,60,4095
2462,3882,60,4095
2463,3888,60,4095
2464,3892,60,4095
2465,3894,60,4095
2466,3899,60,4095
2467,3903,60,4095
2468,3908,60,4095
2469,3912,60,4095
2470,786,60,5185
2471,3918,60,4095
2472,3923,60,4095
2473,3928,60,4095
2474,3933,60,4095
2475,3937,60,4095
2476,3941,60,4095
2477,3946,60,4095
2478,3951,60,4095
2479,3954,60,4095
2480,3959,60,4095
2481,715,60,5200
2482,787,60,5185
2483,3964,60,4095
2484,3970,60,4095
2485,3975,60,4095
2486,3980,60,4095
2487,3983,60,4095
2488,3985,60,4095
2489,3990,60,4095
2490,3995,60,4095
2491,3999,60,4095
2492,4003,60,4095
2493,788,60,5043
2494,4008,60,4095
2495,4011,60,4095
2496,4014,60,4095
2497,4020,60,4095
2498,4025,60,4095
2499,4030,60,4095
2500,4036,60,4095
2501,4040,60,4095
2502,4044,60,4095
2503,4048,60,4095
2504,789,60,5192
2505,4054,60,4095
2506,4058,60,4095
2507,4064,60,4095
2508,4069,60,4095
2509,4073,60,4095
2510,4078,60,4095
2511,4083,60,4095
2512,4088,60,4095
2513,4092,60,4095
2514,4097,60,4095
2515,790,60,5202
2516,4102,60,4095
2517,4106,60,4095
2518,4112,60,4095
2519,4117,60,4095
2520,4121,60,4095
2521,4126,60,4095
2522,4128,60,4095
2523,4131,60,4095
2524,4138,60,4095
2525,4142,60,4095
2526,791,60,5193
2527,4145,60,4095
2528,4151,60,4095
2529,4156,60,4095
2530,4160,60,4095
2531,4162,60,4095
2532,4166,60,4095
2533,4170,60,4095
2534,4174,60,4095
2535,4181,60,4095
2536,4186,60,4095
2537,792,60,5036
2538,4190,60,4095
2539,4194,60,4095
2540,4201,60,4095
2541,4205,60,4095
2542,4209,60,4095
2543,4213,60,4095
2544,4220,60,4095
2545,4226,60,4095
2546,4230,60,4095
2547,4236,60,4095
2548,793,60,5189
2549,4240,60,4095
2550,4245,60,4095
2551,4246,60,4095
2552,4248,60,4095
2553,4251,60,4095
2554,4258,60,4095
2555,4262,60,4095
2556,4271,60,4095
2557,4273,60,4095
2558,4275,60,4095
2559,794,60,5034
2560,4279,60,4095
2561,4285,60,4095
2562,4289,60,4095
2563,4298,60,4095
2564,4303,60,4095
2565,4308,60,4095
2566,4311,60,4095
2567,4315,60,4095
2568,4320,60,4095
2569,4323,60,4095
2570,795,59,5191
2571,4330,60,4095
2572,4334,60,4095
2573,4338,60,4095
2574,4343,60,4095
2575,4348,60,4095
2576,4353,60,4095
2577,4357,60,4095
2578,4363,60,4095
2579,4366,60,4095
2580,4370,60,4095
2581,796,60,5189
2582,4377,60,4095
2583,4382,60,4095
2584,4387,60,4095
2585,4389,60,4095
2586,4393,60,4095
2587,4394,60,4095
2588,4399,60,4095
2589,4406,60,4095
2590,4407,60,4095
2591,4413,60,4095
2592,716,60,5200
2593,797,60,5200
2594,4418,60,4095
2595,4423,60,4095
2596,4428,60,4095
2597,4433,60,4095
2598,4434,60,4095
2599,4438,60,4095
2600,4443,60,4095
2601,4448,60,4095
2602,4451,60,4095
2603,4458,60,4095
2604,798,60,5036
2605,4462,60,4095
2606,4465,60,4095
2607,4469,60,4095
2608,4475,60,4095
2609,4481,60,4095
2610,4487,60,4095
2611,4490,60,4095
2612,4495,60,4095
2613,4499,60,4095
2614,4504,60,4095
2615,799,60,5034
2616,4510,60,4095
2617,4512,60,4095
2618,4517,60,4095
2619,4518,60,4095
2620,4522,60,4095
2621,4525,60,4095
2622,4533,60,4095
2623,4537,60,4095
2624,4541,60,4095
2625,4545,60,4095
2626,800,60,9398
2627,4551,60,4095
2628,4553,60,4095
2629,4561,60,4095
2630,4565,60,4095
2631,4571,60,4095
2632,4575,60,4095
2633,4577,60,4095
2634,4581,60,4095
2635,4585,60,4095
2636,4589,60,4095
2637,801,60,5185
2638,4591,60,4095
2639,4596,60,4095
2640,4602,60,4095
2641,4608,60,4095
2642,4611,60,4095
2643,4618,60,4095
2644,4622,60,4095
2645,4628,60,4095
2646,4630,60,4095
2647,4635,60,4095
2648,802,60,2467
2649,4640,60,4095
2650,4644,60,4095
2651,4649,60,4095
2652,4654,60,4095
2653,4659,60,4095
2654,4664,60,4095
2655,4672,60,4095
2656,4675,60,4095
2657,4676,60,4095
2658,4681,60,4095
2659,803,60,5199
